#iRMS=4.964992331e-05 0
#    lk  ukf_rg0v  uks_rg0v        fh        fse
#
 1620.0  0.000187  0.000000  0.000187  0.000000
 1625.0  0.000290  0.000000  0.000290  0.000000
 1630.0  0.000455  0.000000  0.000455  0.000000
 1635.0  0.000526  0.000000  0.000526  0.000000
 1640.0  0.000319  0.000000  0.000319  0.000000
 1645.0  0.000424  0.000000  0.000424  0.000000
 1650.0  0.000534  0.000000  0.000534  0.000000
 1655.0  0.000466  0.000000  0.000466  0.000000
 1660.0  0.000677  0.000000  0.000677  0.000000
 1665.0  0.000706  0.000000  0.000706  0.000000
 1670.0  0.000586  0.000000  0.000586  0.000000
 1675.0  0.000462  0.000000  0.000462  0.000000
 1680.0  0.000664  0.000000  0.000664  0.000000
 1685.0  0.000652  0.000000  0.000652  0.000000
 1690.0  0.000623  0.000000  0.000623  0.000000
 1695.0  0.000711  0.000000  0.000711  0.000000
 1700.0  0.000832  0.000000  0.000832  0.000000
 1705.0  0.000686  0.000000  0.000686  0.000000
 1710.0  0.000569  0.000000  0.000569  0.000000
 1715.0  0.000627  0.000000  0.000627  0.000000
 1720.0  0.000747  0.000000  0.000747  0.000000
 1725.0  0.000828  0.000000  0.000828  0.000000
 1730.0  0.000815  0.000000  0.000815  0.000000
 1735.0  0.000950  0.000000  0.000950  0.000000
 1740.0  0.000995  0.000000  0.000995  0.000000
 1745.0  0.001181  0.000000  0.001181  0.000000
 1750.0  0.001186  0.000000  0.001186  0.000000
 1755.0  0.001120  0.000000  0.001120  0.000000
 1760.0  0.001220  0.000000  0.001220  0.000000
 1765.0  0.001412  0.000000  0.001412  0.000000
 1770.0  0.001490  0.000000  0.001490  0.000000
 1775.0  0.001745  0.000000  0.001745  0.000000
 1780.0  0.001541  0.000000  0.001541  0.000000
 1785.0  0.001371  0.000000  0.001371  0.000000
 1790.0  0.000967  0.000000  0.000967  0.000000
 1795.0  0.001127  0.000000  0.001127  0.000000
 1800.0  0.001467  0.000000  0.001467  0.000000
 1805.0  0.001623  0.000000  0.001623  0.000000
 1810.0  0.001887  0.000000  0.001887  0.000000
 1815.0  0.002088  0.000000  0.002088  0.000000
 1820.0  0.002249  0.000000  0.002249  0.000000
 1825.0  0.002140  0.000000  0.002140  0.000000
 1830.0  0.002131  0.000000  0.002131  0.000000
 1835.0  0.002192  0.000000  0.002192  0.000000
 1840.0  0.002153  0.000000  0.002153  0.000000
 1845.0  0.001986  0.000000  0.001986  0.000000
 1850.0  0.001976  0.000000  0.001976  0.000000
 1855.0  0.002155  0.000000  0.002155  0.000000
 1860.0  0.002450  0.000000  0.002450  0.000000
 1865.0  0.002617  0.000000  0.002617  0.000000
 1870.0  0.002765  0.000000  0.002765  0.000000
 1875.0  0.002860  0.000000  0.002860  0.000000
 1880.0  0.002963  0.000000  0.002963  0.000000
 1885.0  0.003149  0.000000  0.003149  0.000000
 1890.0  0.003294  0.000000  0.003294  0.000000
 1895.0  0.003313  0.000000  0.003313  0.000000
 1900.0  0.002993  0.000000  0.002993  0.000000
 1905.0  0.003064  0.000000  0.003064  0.000000
 1910.0  0.003380  0.000000  0.003380  0.000000
 1915.0  0.003503  0.000000  0.003503  0.000000
 1920.0  0.003759  0.000000  0.003759  0.000000
 1925.0  0.003608  0.000000  0.003608  0.000000
 1930.0  0.003354  0.000000  0.003354  0.000000
 1935.0  0.003215  0.000000  0.003215  0.000000
 1940.0  0.003626  0.000000  0.003626  0.000000
 1945.0  0.004566  0.000000  0.004566  0.000000
 1950.0  0.005012  0.000000  0.005012  0.000000
 1955.0  0.008995  0.000000  0.008995  0.000000
 1960.0  0.010055  0.000000  0.010055  0.000000
 1965.0  0.004911  0.000000  0.004911  0.000000
 1970.0  0.000295  0.000000  0.000295  0.000000
 1975.0  0.000000  0.000000  0.000000  0.000000
 1980.0  0.003241  0.000000  0.003241  0.000000
 1985.0  0.015064  0.000000  0.015064  0.000000
 1990.0  0.015603  0.000000  0.015603  0.000000
 1995.0  0.009057  0.000000  0.009057  0.000000
 2000.0  0.007740  0.000000  0.007740  0.000000
 2005.0  0.000000  0.000000  0.000000  0.000000
 2010.0  0.000000  0.000000  0.000000  0.000000
 2015.0  0.000700  0.000000  0.000700  0.000000
 2020.0  0.000000  0.000000  0.000000  0.000000
 2025.0  0.000000  0.000000  0.000000  0.000000
 2030.0  0.000000  0.000000  0.000000  0.000000
 2035.0  0.000000  0.000000  0.000000  0.000000
 2040.0  0.000000  0.000000  0.000000  0.000000
 2045.0  0.000341  0.000000  0.000341  0.000000
 2050.0  0.005308  0.000000  0.005308  0.000000
 2055.0  0.006569  0.000000  0.006569  0.000000
 2060.0  0.009876  0.000000  0.009876  0.000000
 2065.0  0.004810  0.000000  0.004810  0.000000
 2070.0  0.004110  0.000000  0.004110  0.000000
 2075.0  0.011889  0.000000  0.011889  0.000000
 2080.0  0.020138  0.000000  0.020138  0.000000
 2085.0  0.015668  0.000000  0.015668  0.000000
 2090.0  0.012194  0.000000  0.012194  0.000000
 2095.0  0.008776  0.000000  0.008776  0.000000
 2100.0  0.021611  0.000000  0.021611  0.000000
 2105.0  0.031566  0.000000  0.031566  0.000000
 2110.0  0.031846  0.000000  0.031846  0.000000
 2115.0  0.026237  0.000000  0.026237  0.000000
 2120.0  0.029499  0.000000  0.029499  0.000000
 2125.0  0.029215  0.000000  0.029215  0.000000
 2130.0  0.009825  0.000000  0.009825  0.000000
 2135.0  0.024919  0.000000  0.024919  0.000000
 2140.0  0.028913  0.000000  0.028913  0.000000
 2145.0  0.030909  0.000000  0.030909  0.000000
 2150.0  0.033451  0.000000  0.033451  0.000000
 2155.0  0.028848  0.000000  0.028848  0.000000
 2160.0  0.026421  0.000000  0.026421  0.000000
 2165.0  0.009410  0.000000  0.009410  0.000000
 2170.0  0.000000  0.000000  0.000000  0.000000
 2175.0  0.012311  0.000000  0.012311  0.000000
 2180.0  0.031692  0.000000  0.031692  0.000000
 2185.0  0.034002  0.000000  0.034002  0.000000
 2190.0  0.024761  0.000000  0.024761  0.000000
 2195.0  0.019812  0.000000  0.019812  0.000000
 2200.0  0.029614  0.000000  0.029614  0.000000
 2205.0  0.027234  0.000000  0.027234  0.000000
 2210.0  0.035438  0.000000  0.035438  0.000000
 2215.0  0.017169  0.000000  0.017169  0.000000
 2220.0  0.024701  0.000000  0.024701  0.000000
 2225.0  0.027087  0.000000  0.027087  0.000000
 2230.0  0.018759  0.000000  0.018759  0.000000
 2235.0  0.026533  0.000000  0.026533  0.000000
 2240.0  0.034448  0.000000  0.034448  0.000000
 2245.0  0.033774  0.000000  0.033774  0.000000
 2250.0  0.018539  0.000000  0.018539  0.000000
 2255.0  0.035133  0.000000  0.035133  0.000000
 2260.0  0.035546  0.000000  0.035546  0.000000
 2265.0  0.021022  0.000000  0.021022  0.000000
 2270.0  0.015677  0.000000  0.015677  0.000000
 2275.0  0.016348  0.000000  0.016348  0.000000
 2280.0  0.017509  0.000000  0.017509  0.000000
 2285.0  0.013526  0.000000  0.013526  0.000000
 2290.0  0.023356  0.000000  0.023356  0.000000
 2295.0  0.025687  0.000000  0.025687  0.000000
 2300.0  0.026765  0.000000  0.026765  0.000000
 2305.0  0.024297  0.000000  0.024297  0.000000
 2310.0  0.028361  0.000000  0.028361  0.000000
 2315.0  0.021753  0.000000  0.021753  0.000000
 2320.0  0.030736  0.000000  0.030736  0.000000
 2325.0  0.044063  0.000000  0.044063  0.000000
 2330.0  0.034347  0.000000  0.034347  0.000000
 2335.0  0.026033  0.000000  0.026033  0.000000
 2340.0  0.030064  0.000000  0.030064  0.000000
 2345.0  0.025175  0.000000  0.025175  0.000000
 2350.0  0.025118  0.000000  0.025118  0.000000
 2355.0  0.028056  0.000000  0.028056  0.000000
 2360.0  0.031535  0.000000  0.031535  0.000000
 2365.0  0.029473  0.000000  0.029473  0.000000
 2370.0  0.033593  0.000000  0.033593  0.000000
 2375.0  0.030104  0.000000  0.030104  0.000000
 2380.0  0.028848  0.000000  0.028848  0.000000
 2385.0  0.025036  0.000000  0.025036  0.000000
 2390.0  0.028740  0.000000  0.028740  0.000000
 2395.0  0.027826  0.000000  0.027826  0.000000
 2400.0  0.023852  0.000000  0.023852  0.000000
 2405.0  0.023307  0.000000  0.023307  0.000000
 2410.0  0.024979  0.000000  0.024979  0.000000
 2415.0  0.028243  0.000000  0.028243  0.000000
 2420.0  0.040283  0.000000  0.040283  0.000000
 2425.0  0.049357  0.000000  0.049357  0.000000
 2430.0  0.054097  0.000000  0.054097  0.000000
 2435.0  0.053936  0.000000  0.053936  0.000000
 2440.0  0.053528  0.000000  0.053528  0.000000
 2445.0  0.045263  0.000000  0.045263  0.000000
 2450.0  0.026766  0.000000  0.026766  0.000000
 2455.0  0.019070  0.000000  0.019070  0.000000
 2460.0  0.028033  0.000000  0.028033  0.000000
 2465.0  0.032614  0.000000  0.032614  0.000000
 2470.0  0.031199  0.000000  0.031199  0.000000
 2475.0  0.031747  0.000000  0.031747  0.000000
 2480.0  0.033326  0.000000  0.033326  0.000000
 2485.0  0.027108  0.000000  0.027108  0.000000
 2490.0  0.020692  0.000000  0.020692  0.000000
 2495.0  0.032735  0.000000  0.032735  0.000000
 2500.0  0.047327  0.000000  0.047327  0.000000
 2505.0  0.047712  0.000000  0.047712  0.000000
 2510.0  0.041577  0.000000  0.041577  0.000000
 2515.0  0.031738  0.000000  0.031738  0.000000
 2520.0  0.026462  0.000000  0.026462  0.000000
 2525.0  0.025625  0.000000  0.025625  0.000000
 2530.0  0.032463  0.000000  0.032463  0.000000
 2535.0  0.035805  0.000000  0.035805  0.000000
 2540.0  0.034952  0.000000  0.034952  0.000000
 2545.0  0.037796  0.000000  0.037796  0.000000
 2550.0  0.042480  0.000000  0.042480  0.000000
 2555.0  0.050775  0.000000  0.050775  0.000000
 2560.0  0.052776  0.000000  0.052776  0.000000
 2565.0  0.061693  0.000000  0.061693  0.000000
 2570.0  0.074882  0.000000  0.074882  0.000000
 2575.0  0.078690  0.000000  0.078690  0.000000
 2580.0  0.085599  0.000000  0.085599  0.000000
 2585.0  0.080713  0.000000  0.080713  0.000000
 2590.0  0.075674  0.000000  0.075674  0.000000
 2595.0  0.062810  0.000000  0.062810  0.000000
 2600.0  0.057058  0.000000  0.057058  0.000000
 2605.0  0.055278  0.000000  0.055278  0.000000
 2610.0  0.052596  0.000000  0.052596  0.000000
 2615.0  0.058630  0.000000  0.058630  0.000000
 2620.0  0.068985  0.000000  0.068985  0.000000
 2625.0  0.064010  0.000000  0.064010  0.000000
 2630.0  0.068166  0.000000  0.068166  0.000000
 2635.0  0.115762  0.000000  0.115762  0.000000
 2640.0  0.157758  0.000000  0.157758  0.000000
 2645.0  0.155111  0.000000  0.155111  0.000000
 2650.0  0.146410  0.000000  0.146410  0.000000
 2655.0  0.166810  0.000000  0.166810  0.000000
 2660.0  0.163095  0.000000  0.163095  0.000000
 2665.0  0.150992  0.000000  0.150992  0.000000
 2670.0  0.158767  0.000000  0.158767  0.000000
 2675.0  0.153490  0.000000  0.153490  0.000000
 2680.0  0.153292  0.000000  0.153292  0.000000
 2685.0  0.153474  0.000000  0.153474  0.000000
 2690.0  0.142673  0.000000  0.142673  0.000000
 2695.0  0.137087  0.000000  0.137087  0.000000
 2700.0  0.152027  0.000000  0.152027  0.000000
 2705.0  0.161003  0.000000  0.161003  0.000000
 2710.0  0.152719  0.000000  0.152719  0.000000
 2715.0  0.142726  0.000000  0.142726  0.000000
 2720.0  0.111732  0.000000  0.111732  0.000000
 2725.0  0.121943  0.000000  0.121943  0.000000
 2730.0  0.130760  0.000000  0.130760  0.000000
 2735.0  0.112199  0.000000  0.112199  0.000000
 2740.0  0.085468  0.000000  0.085468  0.000000
 2745.0  0.076629  0.000000  0.076629  0.000000
 2750.0  0.086787  0.000000  0.086787  0.000000
 2755.0  0.097320  0.000000  0.097320  0.000000
 2760.0  0.117896  0.000000  0.117896  0.000000
 2765.0  0.140208  0.000000  0.140208  0.000000
 2770.0  0.151711  0.000000  0.151711  0.000000
 2775.0  0.132739  0.000000  0.132739  0.000000
 2780.0  0.109492  0.000000  0.109492  0.000000
 2785.0  0.094585  0.000000  0.094585  0.000000
 2790.0  0.064213  0.000000  0.064213  0.000000
 2795.0  0.044813  0.000000  0.044813  0.000000
 2800.0  0.045432  0.000000  0.045432  0.000000
 2805.0  0.058237  0.000000  0.058237  0.000000
 2810.0  0.082846  0.000000  0.082846  0.000000
 2815.0  0.131822  0.000000  0.131822  0.000000
 2820.0  0.160971  0.000000  0.160971  0.000000
 2825.0  0.172266  0.000000  0.172266  0.000000
 2830.0  0.183699  0.000000  0.183699  0.000000
 2835.0  0.182509  0.000000  0.182509  0.000000
 2840.0  0.171154  0.000000  0.171154  0.000000
 2845.0  0.139063  0.000000  0.139063  0.000000
 2850.0  0.093371  0.000000  0.093371  0.000000
 2855.0  0.110207  0.000000  0.110207  0.000000
 2860.0  0.174730  0.000000  0.174730  0.000000
 2865.0  0.197891  0.000000  0.197891  0.000000
 2870.0  0.192863  0.000000  0.192863  0.000000
 2875.0  0.190981  0.000000  0.190981  0.000000
 2880.0  0.172387  0.000000  0.172387  0.000000
 2885.0  0.205484  0.000000  0.205484  0.000000
 2890.0  0.225269  0.000000  0.225269  0.000000
 2895.0  0.230019  0.000000  0.230019  0.000000
 2900.0  0.249400  0.000000  0.249400  0.000000
 2905.0  0.257460  0.000000  0.257460  0.000000
 2910.0  0.266879  0.000000  0.266879  0.000000
 2915.0  0.274093  0.000000  0.274093  0.000000
 2920.0  0.264002  0.000000  0.264002  0.000000
 2925.0  0.251392  0.000000  0.251392  0.000000
 2930.0  0.255227  0.000000  0.255227  0.000000
 2935.0  0.263403  0.000000  0.263403  0.000000
 2940.0  0.267518  0.000000  0.267518  0.000000
 2945.0  0.272634  0.000000  0.272634  0.000000
 2950.0  0.272683  0.000000  0.272683  0.000000
 2955.0  0.283750  0.000000  0.283750  0.000000
 2960.0  0.283497  0.000000  0.283497  0.000000
 2965.0  0.258115  0.000000  0.258115  0.000000
 2970.0  0.264793  0.000000  0.264793  0.000000
 2975.0  0.286063  0.000000  0.286063  0.000000
 2980.0  0.263510  0.000000  0.263510  0.000000
 2985.0  0.245569  0.000000  0.245569  0.000000
 2990.0  0.270396  0.000000  0.270396  0.000000
 2995.0  0.272232  0.000000  0.272232  0.000000
 3000.0  0.247853  0.000000  0.247853  0.000000
 3005.0  0.258144  0.000000  0.258144  0.000000
 3010.0  0.281940  0.000000  0.281940  0.000000
 3015.0  0.272695  0.000000  0.272695  0.000000
 3020.0  0.269318  0.000000  0.269318  0.000000
 3025.0  0.303255  0.000000  0.303255  0.000000
 3030.0  0.336345  0.000000  0.336345  0.000000
 3035.0  0.333954  0.000000  0.333954  0.000000
 3040.0  0.321748  0.000000  0.321748  0.000000
 3045.0  0.332114  0.000000  0.332114  0.000000
 3050.0  0.338629  0.000000  0.338629  0.000000
 3055.0  0.314483  0.000000  0.314483  0.000000
 3060.0  0.310960  0.000000  0.310960  0.000000
 3065.0  0.329269  0.000000  0.329269  0.000000
 3070.0  0.354773  0.000000  0.354773  0.000000
 3075.0  0.357368  0.000000  0.357368  0.000000
 3080.0  0.366747  0.000000  0.366747  0.000000
 3085.0  0.381727  0.000000  0.381727  0.000000
 3090.0  0.320594  0.000000  0.320594  0.000000
 3095.0  0.288956  0.000000  0.288956  0.000000
 3100.0  0.302613  0.000000  0.302613  0.000000
 3105.0  0.355191  0.000000  0.355191  0.000000
 3110.0  0.378869  0.000000  0.378869  0.000000
 3115.0  0.357424  0.000000  0.357424  0.000000
 3120.0  0.317877  0.000000  0.317877  0.000000
 3125.0  0.316722  0.000000  0.316722  0.000000
 3130.0  0.351399  0.000000  0.351399  0.000000
 3135.0  0.348216  0.000000  0.348216  0.000000
 3140.0  0.318235  0.000000  0.318235  0.000000
 3145.0  0.289733  0.000000  0.289733  0.000000
 3150.0  0.289516  0.000000  0.289516  0.000000
 3155.0  0.273061  0.000000  0.273061  0.000000
 3160.0  0.316447  0.075562  0.316447  0.000000
 3165.0  0.346460  0.077597  0.346460  0.000000
 3170.0  0.377348  0.064323  0.377348  0.000000
 3175.0  0.374117  0.067048  0.374117  0.000000
 3180.0  0.343331  0.089876  0.343331  0.000000
 3185.0  0.337807  0.087707  0.337807  0.000000
 3190.0  0.341579  0.090890  0.341579  0.000000
 3195.0  0.357180  0.100156  0.357180  0.000000
 3200.0  0.462650  0.000000  0.462650  0.000000
 3205.0  0.455620  0.000000  0.455620  0.000000
 3210.0  0.431616  0.000000  0.431616  0.000000
 3215.0  0.404929  0.000000  0.404929  0.000000
 3220.0  0.382209  0.000000  0.382209  0.000000
 3225.0  0.368254  0.000000  0.368254  0.000000
 3230.0  0.368092  0.000000  0.368092  0.000000
 3235.0  0.383873  0.000000  0.383873  0.000000
 3240.0  0.405996  0.000000  0.405996  0.000000
 3245.0  0.425387  0.000000  0.425387  0.000000
 3250.0  0.446825  0.000000  0.446825  0.000000
 3255.0  0.475488  0.000000  0.475488  0.000000
 3260.0  0.504313  0.000000  0.504313  0.000000
 3265.0  0.523626  0.000000  0.523626  0.000000
 3270.0  0.525567  0.000000  0.525567  0.000000
 3275.0  0.507960  0.000000  0.507960  0.000000
 3280.0  0.489563  0.000000  0.489563  0.000000
 3285.0  0.489660  0.000000  0.489660  0.000000
 3290.0  0.508697  0.000000  0.508697  0.000000
 3295.0  0.538853  0.000000  0.538853  0.000000
 3300.0  0.558075  0.000000  0.558075  0.000000
 3305.0  0.549429  0.000000  0.549429  0.000000
 3310.0  0.530685  0.000000  0.530685  0.000000
 3315.0  0.522194  0.000000  0.522194  0.000000
 3320.0  0.519896  0.000000  0.519896  0.000000
 3325.0  0.515866  0.000000  0.515866  0.000000
 3330.0  0.511114  0.000000  0.511114  0.000000
 3335.0  0.509243  0.000000  0.509243  0.000000
 3340.0  0.515297  0.000000  0.515297  0.000000
 3345.0  0.530171  0.000000  0.530171  0.000000
 3350.0  0.536744  0.000000  0.536744  0.000000
 3355.0  0.520038  0.000000  0.520038  0.000000
 3360.0  0.491696  0.000000  0.491696  0.000000
 3365.0  0.468195  0.000000  0.468195  0.000000
 3370.0  0.458760  0.000000  0.458760  0.000000
 3375.0  0.467012  0.000000  0.467012  0.000000
 3380.0  0.481443  0.000000  0.481443  0.000000
 3385.0  0.491055  0.000000  0.491055  0.000000
 3390.0  0.502030  0.000000  0.502030  0.000000
 3395.0  0.520319  0.000000  0.520319  0.000000
 3400.0  0.533751  0.000000  0.533751  0.000000
 3405.0  0.530567  0.000000  0.530567  0.000000
 3410.0  0.518793  0.000000  0.518793  0.000000
 3415.0  0.510542  0.000000  0.510542  0.000000
 3420.0  0.514485  0.000000  0.514485  0.000000
 3425.0  0.531520  0.000000  0.531520  0.000000
 3430.0  0.534878  0.000000  0.534878  0.000000
 3435.0  0.503088  0.000000  0.503088  0.000000
 3440.0  0.463532  0.000000  0.463532  0.000000
 3445.0  0.448440  0.000000  0.448440  0.000000
 3450.0  0.460597  0.000000  0.460597  0.000000
 3455.0  0.490743  0.000000  0.490743  0.000000
 3460.0  0.510903  0.000000  0.510903  0.000000
 3465.0  0.500075  0.000000  0.500075  0.000000
 3470.0  0.483868  0.000000  0.483868  0.000000
 3475.0  0.488426  0.000000  0.488426  0.000000
 3480.0  0.495415  0.000000  0.495415  0.000000
 3485.0  0.485286  0.000000  0.485286  0.000000
 3490.0  0.478093  0.000000  0.478093  0.000000
 3495.0  0.495700  0.000000  0.495700  0.000000
 3500.0  0.527613  0.000000  0.527613  0.000000
 3505.0  0.555707  0.000000  0.555707  0.000000
 3510.0  0.551576  0.010906  0.551576  0.000000
 3515.0  0.555160  0.025988  0.555160  0.000000
 3520.0  0.537709  0.021602  0.537709  0.000000
 3525.0  0.527293  0.009180  0.527293  0.000000
 3530.0  0.563380  0.046048  0.563380  0.000000
 3535.0  0.603305  0.082170  0.603305  0.000000
 3540.0  0.635620  0.049349  0.635620  0.000000
 3545.0  0.638674  0.037798  0.638674  0.000000
 3550.0  0.625380  0.026811  0.625380  0.000000
 3555.0  0.597878  0.019098  0.597878  0.000000
 3560.0  0.558565  0.028147  0.558565  0.000000
 3565.0  0.511898  0.025309  0.511898  0.000000
 3570.0  0.490706  0.023451  0.490706  0.000000
 3575.0  0.477757  0.034739  0.477757  0.000000
 3580.0  0.430045  0.005606  0.430045  0.000000
 3585.0  0.429458  0.008835  0.429458  0.000000
 3590.0  0.499056  0.043637  0.499056  0.000000
 3595.0  0.570452  0.059815  0.570452  0.000000
 3600.0  0.595581  0.038540  0.595581  0.000000
 3605.0  0.540500  0.019707  0.540500  0.000000
 3610.0  0.508805  0.019852  0.508805  0.000000
 3615.0  0.516791  0.028242  0.516791  0.000000
 3620.0  0.544768  0.033700  0.544768  0.000000
 3625.0  0.598881  0.057269  0.598881  0.000000
 3630.0  0.567884  0.020369  0.567884  0.000000
 3635.0  0.565080  0.024980  0.565080  0.000000
 3640.0  0.594098  0.047547  0.594098  0.000000
 3645.0  0.563536  0.015079  0.563536  0.000000
 3650.0  0.590371  0.023873  0.590371  0.000000
 3655.0  0.672336  0.056977  0.672336  0.000000
 3660.0  0.709790  0.059630  0.709790  0.000000
 3665.0  0.700893  0.048736  0.700893  0.000000
 3670.0  0.693853  0.050853  0.693853  0.000000
 3675.0  0.668719  0.040145  0.668719  0.000000
 3680.0  0.616480  0.008467  0.616480  0.000000
 3685.0  0.611620  0.011822  0.611620  0.000000
 3690.0  0.650022  0.027867  0.650022  0.000000
 3695.0  0.699757  0.047411  0.699757  0.000000
 3700.0  0.700735  0.053068  0.700735  0.000000
 3705.0  0.626307  0.009254  0.626307  0.000000
 3710.0  0.652400  0.041500  0.652400  0.000000
 3715.0  0.676112  0.058997  0.676112  0.000000
 3720.0  0.583667  0.005039  0.583667  0.000000
 3725.0  0.583015  0.025545  0.583015  0.000000
 3730.0  0.561124  0.033353  0.561124  0.000000
 3735.0  0.479861  0.015062  0.479861  0.000000
 3740.0  0.512901  0.018301  0.512901  0.000000
 3745.0  0.498737  0.004591  0.498737  0.000000
 3750.0  0.530696  0.010054  0.530696  0.000000
 3755.0  0.600553  0.034019  0.600553  0.000000
 3760.0  0.581987  0.009859  0.581987  0.000000
 3765.0  0.610813  0.007635  0.610813  0.000000
 3770.0  0.674337  0.034551  0.674337  0.000000
 3775.0  0.750542  0.053149  0.750542  0.000000
 3780.0  0.795204  0.060162  0.795204  0.000000
 3785.0  0.752524  0.037866  0.752524  0.000000
 3790.0  0.676356  0.023968  0.676356  0.000000
 3795.0  0.626791  0.016002  0.626791  0.000000
 3800.0  0.680470  0.025482  0.680470  0.000000
 3805.0  0.737817  0.057778  0.737817  0.000000
 3810.0  0.718015  0.041386  0.718015  0.000000
 3815.0  0.620147  0.011390  0.620147  0.000000
