#iRMS=5.81352906e-05 0
#    lk  ukf_wg5v  uks_wg5v        fh        fse
#
 1620.0  0.000346  0.000000  0.000346  0.000000
 1625.0  0.000493  0.000000  0.000493  0.000000
 1630.0  0.000647  0.000000  0.000647  0.000000
 1635.0  0.000826  0.000000  0.000826  0.000000
 1640.0  0.000953  0.000000  0.000953  0.000000
 1645.0  0.000534  0.000000  0.000534  0.000000
 1650.0  0.000607  0.000000  0.000607  0.000000
 1655.0  0.001182  0.000000  0.001182  0.000000
 1660.0  0.001203  0.000000  0.001203  0.000000
 1665.0  0.000720  0.000000  0.000720  0.000000
 1670.0  0.000625  0.000000  0.000625  0.000000
 1675.0  0.000540  0.000000  0.000540  0.000000
 1680.0  0.000580  0.000000  0.000580  0.000000
 1685.0  0.000600  0.000000  0.000600  0.000000
 1690.0  0.000676  0.000000  0.000676  0.000000
 1695.0  0.000744  0.000000  0.000744  0.000000
 1700.0  0.000844  0.000000  0.000844  0.000000
 1705.0  0.000918  0.000000  0.000918  0.000000
 1710.0  0.000854  0.000000  0.000854  0.000000
 1715.0  0.000904  0.000000  0.000904  0.000000
 1720.0  0.000839  0.000000  0.000839  0.000000
 1725.0  0.000838  0.000000  0.000838  0.000000
 1730.0  0.000922  0.000000  0.000922  0.000000
 1735.0  0.000997  0.000000  0.000997  0.000000
 1740.0  0.001048  0.000000  0.001048  0.000000
 1745.0  0.001139  0.000000  0.001139  0.000000
 1750.0  0.001275  0.000000  0.001275  0.000000
 1755.0  0.001394  0.000000  0.001394  0.000000
 1760.0  0.001409  0.000000  0.001409  0.000000
 1765.0  0.001345  0.000000  0.001345  0.000000
 1770.0  0.001475  0.000000  0.001475  0.000000
 1775.0  0.001524  0.000000  0.001524  0.000000
 1780.0  0.001505  0.000000  0.001505  0.000000
 1785.0  0.001415  0.000000  0.001415  0.000000
 1790.0  0.001047  0.000000  0.001047  0.000000
 1795.0  0.001465  0.000000  0.001465  0.000000
 1800.0  0.001769  0.000000  0.001769  0.000000
 1805.0  0.002302  0.000000  0.002302  0.000000
 1810.0  0.002741  0.000000  0.002741  0.000000
 1815.0  0.003233  0.000000  0.003233  0.000000
 1820.0  0.003165  0.000000  0.003165  0.000000
 1825.0  0.002358  0.000000  0.002358  0.000000
 1830.0  0.002180  0.000000  0.002180  0.000000
 1835.0  0.002276  0.000000  0.002276  0.000000
 1840.0  0.002229  0.000000  0.002229  0.000000
 1845.0  0.002011  0.000000  0.002011  0.000000
 1850.0  0.002085  0.000000  0.002085  0.000000
 1855.0  0.002254  0.000000  0.002254  0.000000
 1860.0  0.002371  0.000000  0.002371  0.000000
 1865.0  0.002707  0.000000  0.002707  0.000000
 1870.0  0.003060  0.000000  0.003060  0.000000
 1875.0  0.002899  0.000000  0.002899  0.000000
 1880.0  0.003001  0.000000  0.003001  0.000000
 1885.0  0.003078  0.000000  0.003078  0.000000
 1890.0  0.003290  0.000000  0.003290  0.000000
 1895.0  0.003316  0.000000  0.003316  0.000000
 1900.0  0.003277  0.000000  0.003277  0.000000
 1905.0  0.003317  0.000000  0.003317  0.000000
 1910.0  0.003416  0.000000  0.003416  0.000000
 1915.0  0.003530  0.000000  0.003530  0.000000
 1920.0  0.003640  0.000000  0.003640  0.000000
 1925.0  0.003581  0.000000  0.003581  0.000000
 1930.0  0.003218  0.000000  0.003218  0.000000
 1935.0  0.003369  0.000000  0.003369  0.000000
 1940.0  0.004136  0.000000  0.004136  0.000000
 1945.0  0.004585  0.000000  0.004585  0.000000
 1950.0  0.005618  0.000000  0.005618  0.000000
 1955.0  0.010669  0.000000  0.010669  0.000000
 1960.0  0.007893  0.000000  0.007893  0.000000
 1965.0  0.007405  0.000000  0.007405  0.000000
 1970.0  0.010879  0.000000  0.010879  0.000000
 1975.0  0.007635  0.000000  0.007635  0.000000
 1980.0  0.009303  0.000000  0.009303  0.000000
 1985.0  0.009524  0.000000  0.009524  0.000000
 1990.0  0.006593  0.000000  0.006593  0.000000
 1995.0  0.012285  0.000000  0.012285  0.000000
 2000.0  0.011234  0.000000  0.011234  0.000000
 2005.0  0.008908  0.000000  0.008908  0.000000
 2010.0  0.006852  0.000000  0.006852  0.000000
 2015.0  0.007707  0.000000  0.007707  0.000000
 2020.0  0.010511  0.000000  0.010511  0.000000
 2025.0  0.007959  0.000000  0.007959  0.000000
 2030.0  0.007326  0.000000  0.007326  0.000000
 2035.0  0.011014  0.000000  0.011014  0.000000
 2040.0  0.014003  0.000000  0.014003  0.000000
 2045.0  0.014446  0.000000  0.014446  0.000000
 2050.0  0.015963  0.000000  0.015963  0.000000
 2055.0  0.011241  0.000000  0.011241  0.000000
 2060.0  0.012103  0.000000  0.012103  0.000000
 2065.0  0.013161  0.000000  0.013161  0.000000
 2070.0  0.016813  0.000000  0.016813  0.000000
 2075.0  0.016792  0.000000  0.016792  0.000000
 2080.0  0.016403  0.000000  0.016403  0.000000
 2085.0  0.016589  0.000000  0.016589  0.000000
 2090.0  0.012226  0.000000  0.012226  0.000000
 2095.0  0.014896  0.000000  0.014896  0.000000
 2100.0  0.023160  0.000000  0.023160  0.000000
 2105.0  0.025896  0.000000  0.025896  0.000000
 2110.0  0.018673  0.000000  0.018673  0.000000
 2115.0  0.022975  0.000000  0.022975  0.000000
 2120.0  0.026919  0.000000  0.026919  0.000000
 2125.0  0.020566  0.000000  0.020566  0.000000
 2130.0  0.018102  0.000000  0.018102  0.000000
 2135.0  0.021946  0.000000  0.021946  0.000000
 2140.0  0.025170  0.000000  0.025170  0.000000
 2145.0  0.023233  0.000000  0.023233  0.000000
 2150.0  0.026463  0.000000  0.026463  0.000000
 2155.0  0.028834  0.000000  0.028834  0.000000
 2160.0  0.024060  0.000000  0.024060  0.000000
 2165.0  0.023106  0.000000  0.023106  0.000000
 2170.0  0.016961  0.000000  0.016961  0.000000
 2175.0  0.018780  0.000000  0.018780  0.000000
 2180.0  0.023985  0.000000  0.023985  0.000000
 2185.0  0.035072  0.000000  0.035072  0.000000
 2190.0  0.041302  0.000000  0.041302  0.000000
 2195.0  0.042045  0.000000  0.042045  0.000000
 2200.0  0.037178  0.000000  0.037178  0.000000
 2205.0  0.029247  0.000000  0.029247  0.000000
 2210.0  0.025832  0.000000  0.025832  0.000000
 2215.0  0.025242  0.000000  0.025242  0.000000
 2220.0  0.031550  0.000000  0.031550  0.000000
 2225.0  0.033687  0.000000  0.033687  0.000000
 2230.0  0.028604  0.000000  0.028604  0.000000
 2235.0  0.032480  0.000000  0.032480  0.000000
 2240.0  0.035811  0.000000  0.035811  0.000000
 2245.0  0.041252  0.000000  0.041252  0.000000
 2250.0  0.040515  0.000000  0.040515  0.000000
 2255.0  0.032918  0.000000  0.032918  0.000000
 2260.0  0.028284  0.000000  0.028284  0.000000
 2265.0  0.025593  0.000000  0.025593  0.000000
 2270.0  0.027231  0.000000  0.027231  0.000000
 2275.0  0.024015  0.000000  0.024015  0.000000
 2280.0  0.032942  0.000000  0.032942  0.000000
 2285.0  0.033519  0.000000  0.033519  0.000000
 2290.0  0.029264  0.000000  0.029264  0.000000
 2295.0  0.033022  0.000000  0.033022  0.000000
 2300.0  0.035007  0.000000  0.035007  0.000000
 2305.0  0.039965  0.000000  0.039965  0.000000
 2310.0  0.040913  0.000000  0.040913  0.000000
 2315.0  0.037716  0.000000  0.037716  0.000000
 2320.0  0.035404  0.000000  0.035404  0.000000
 2325.0  0.043767  0.000000  0.043767  0.000000
 2330.0  0.040537  0.000000  0.040537  0.000000
 2335.0  0.033068  0.000000  0.033068  0.000000
 2340.0  0.033257  0.000000  0.033257  0.000000
 2345.0  0.029925  0.000000  0.029925  0.000000
 2350.0  0.030281  0.000000  0.030281  0.000000
 2355.0  0.034626  0.000000  0.034626  0.000000
 2360.0  0.037413  0.000000  0.037413  0.000000
 2365.0  0.041019  0.000000  0.041019  0.000000
 2370.0  0.047141  0.000000  0.047141  0.000000
 2375.0  0.046978  0.000000  0.046978  0.000000
 2380.0  0.036567  0.000000  0.036567  0.000000
 2385.0  0.031153  0.000000  0.031153  0.000000
 2390.0  0.032660  0.000000  0.032660  0.000000
 2395.0  0.033659  0.000000  0.033659  0.000000
 2400.0  0.025435  0.000000  0.025435  0.000000
 2405.0  0.028934  0.000000  0.028934  0.000000
 2410.0  0.027841  0.000000  0.027841  0.000000
 2415.0  0.031170  0.000000  0.031170  0.000000
 2420.0  0.041556  0.000000  0.041556  0.000000
 2425.0  0.047396  0.000000  0.047396  0.000000
 2430.0  0.041232  0.000000  0.041232  0.000000
 2435.0  0.040146  0.000000  0.040146  0.000000
 2440.0  0.042590  0.000000  0.042590  0.000000
 2445.0  0.040584  0.000000  0.040584  0.000000
 2450.0  0.038752  0.000000  0.038752  0.000000
 2455.0  0.044827  0.000000  0.044827  0.000000
 2460.0  0.039381  0.000000  0.039381  0.000000
 2465.0  0.035184  0.000000  0.035184  0.000000
 2470.0  0.036902  0.000000  0.036902  0.000000
 2475.0  0.036803  0.000000  0.036803  0.000000
 2480.0  0.032418  0.000000  0.032418  0.000000
 2485.0  0.027434  0.000000  0.027434  0.000000
 2490.0  0.030662  0.000000  0.030662  0.000000
 2495.0  0.036858  0.000000  0.036858  0.000000
 2500.0  0.042982  0.000000  0.042982  0.000000
 2505.0  0.041307  0.000000  0.041307  0.000000
 2510.0  0.038365  0.000000  0.038365  0.000000
 2515.0  0.036613  0.000000  0.036613  0.000000
 2520.0  0.036279  0.000000  0.036279  0.000000
 2525.0  0.035865  0.000000  0.035865  0.000000
 2530.0  0.040920  0.000000  0.040920  0.000000
 2535.0  0.039370  0.000000  0.039370  0.000000
 2540.0  0.039748  0.000000  0.039748  0.000000
 2545.0  0.043217  0.000000  0.043217  0.000000
 2550.0  0.046782  0.000000  0.046782  0.000000
 2555.0  0.049694  0.000000  0.049694  0.000000
 2560.0  0.056284  0.000000  0.056284  0.000000
 2565.0  0.067364  0.000000  0.067364  0.000000
 2570.0  0.064934  0.000000  0.064934  0.000000
 2575.0  0.058670  0.000000  0.058670  0.000000
 2580.0  0.070425  0.000000  0.070425  0.000000
 2585.0  0.077225  0.000000  0.077225  0.000000
 2590.0  0.075458  0.000000  0.075458  0.000000
 2595.0  0.068949  0.000000  0.068949  0.000000
 2600.0  0.065648  0.000000  0.065648  0.000000
 2605.0  0.065932  0.000000  0.065932  0.000000
 2610.0  0.063915  0.000000  0.063915  0.000000
 2615.0  0.065558  0.000000  0.065558  0.000000
 2620.0  0.066483  0.000000  0.066483  0.000000
 2625.0  0.070141  0.000000  0.070141  0.000000
 2630.0  0.075739  0.000000  0.075739  0.000000
 2635.0  0.095959  0.000000  0.095959  0.000000
 2640.0  0.126585  0.000000  0.126585  0.000000
 2645.0  0.135370  0.000000  0.135370  0.000000
 2650.0  0.131086  0.000000  0.131086  0.000000
 2655.0  0.139286  0.000000  0.139286  0.000000
 2660.0  0.145529  0.000000  0.145529  0.000000
 2665.0  0.138284  0.000000  0.138284  0.000000
 2670.0  0.137957  0.000000  0.137957  0.000000
 2675.0  0.141004  0.000000  0.141004  0.000000
 2680.0  0.140611  0.000000  0.140611  0.000000
 2685.0  0.134873  0.000000  0.134873  0.000000
 2690.0  0.132347  0.000000  0.132347  0.000000
 2695.0  0.135085  0.000000  0.135085  0.000000
 2700.0  0.150740  0.000000  0.150740  0.000000
 2705.0  0.149676  0.000000  0.149676  0.000000
 2710.0  0.141022  0.000000  0.141022  0.000000
 2715.0  0.128210  0.000000  0.128210  0.000000
 2720.0  0.108541  0.000000  0.108541  0.000000
 2725.0  0.109663  0.000000  0.109663  0.000000
 2730.0  0.124200  0.000000  0.124200  0.000000
 2735.0  0.114199  0.000000  0.114199  0.000000
 2740.0  0.087491  0.000000  0.087491  0.000000
 2745.0  0.081576  0.000000  0.081576  0.000000
 2750.0  0.087584  0.000000  0.087584  0.000000
 2755.0  0.105356  0.000000  0.105356  0.000000
 2760.0  0.125758  0.000000  0.125758  0.000000
 2765.0  0.138174  0.000000  0.138174  0.000000
 2770.0  0.141920  0.000000  0.141920  0.000000
 2775.0  0.138342  0.000000  0.138342  0.000000
 2780.0  0.116983  0.000000  0.116983  0.000000
 2785.0  0.096678  0.000000  0.096678  0.000000
 2790.0  0.084812  0.000000  0.084812  0.000000
 2795.0  0.077053  0.000000  0.077053  0.000000
 2800.0  0.074221  0.000000  0.074221  0.000000
 2805.0  0.078748  0.000000  0.078748  0.000000
 2810.0  0.100106  0.000000  0.100106  0.000000
 2815.0  0.141991  0.000000  0.141991  0.000000
 2820.0  0.160986  0.000000  0.160986  0.000000
 2825.0  0.171466  0.000000  0.171466  0.000000
 2830.0  0.184655  0.000000  0.184655  0.000000
 2835.0  0.183760  0.000000  0.183760  0.000000
 2840.0  0.166328  0.000000  0.166328  0.000000
 2845.0  0.141967  0.000000  0.141967  0.000000
 2850.0  0.110291  0.000000  0.110291  0.000000
 2855.0  0.109290  0.000000  0.109290  0.000000
 2860.0  0.156150  0.000000  0.156150  0.000000
 2865.0  0.193023  0.000000  0.193023  0.000000
 2870.0  0.202429  0.000000  0.202429  0.000000
 2875.0  0.198608  0.000000  0.198608  0.000000
 2880.0  0.179104  0.000000  0.179104  0.000000
 2885.0  0.193031  0.000000  0.193031  0.000000
 2890.0  0.233802  0.000000  0.233802  0.000000
 2895.0  0.277857  0.000000  0.277857  0.000000
 2900.0  0.332379  0.000000  0.332379  0.000000
 2905.0  0.368557  0.000000  0.368557  0.000000
 2910.0  0.373243  0.000000  0.373243  0.000000
 2915.0  0.356535  0.000000  0.356535  0.000000
 2920.0  0.322058  0.000000  0.322058  0.000000
 2925.0  0.308612  0.000000  0.308612  0.000000
 2930.0  0.320904  0.000000  0.320904  0.000000
 2935.0  0.318572  0.000000  0.318572  0.000000
 2940.0  0.297995  0.000000  0.297995  0.000000
 2945.0  0.291494  0.000000  0.291494  0.000000
 2950.0  0.298318  0.000000  0.298318  0.000000
 2955.0  0.327152  0.000000  0.327152  0.000000
 2960.0  0.328244  0.000000  0.328244  0.000000
 2965.0  0.296220  0.000000  0.296220  0.000000
 2970.0  0.269092  0.000000  0.269092  0.000000
 2975.0  0.298976  0.000000  0.298976  0.000000
 2980.0  0.293705  0.000000  0.293705  0.000000
 2985.0  0.252010  0.000000  0.252010  0.000000
 2990.0  0.270945  0.000000  0.270945  0.000000
 2995.0  0.266788  0.000000  0.266788  0.000000
 3000.0  0.240725  0.000000  0.240725  0.000000
 3005.0  0.232901  0.000000  0.232901  0.000000
 3010.0  0.248271  0.000000  0.248271  0.000000
 3015.0  0.256742  0.000000  0.256742  0.000000
 3020.0  0.246894  0.000000  0.246894  0.000000
 3025.0  0.282813  0.000000  0.282813  0.000000
 3030.0  0.333369  0.000000  0.333369  0.000000
 3035.0  0.336681  0.000000  0.336681  0.000000
 3040.0  0.321180  0.000000  0.321180  0.000000
 3045.0  0.326005  0.000000  0.326005  0.000000
 3050.0  0.338471  0.000000  0.338471  0.000000
 3055.0  0.323572  0.000000  0.323572  0.000000
 3060.0  0.305558  0.000000  0.305558  0.000000
 3065.0  0.319341  0.000000  0.319341  0.000000
 3070.0  0.337357  0.000000  0.337357  0.000000
 3075.0  0.345385  0.000000  0.345385  0.000000
 3080.0  0.350659  0.000000  0.350659  0.000000
 3085.0  0.343149  0.000000  0.343149  0.000000
 3090.0  0.324462  0.000000  0.324462  0.000000
 3095.0  0.305723  0.000000  0.305723  0.000000
 3100.0  0.327583  0.000000  0.327583  0.000000
 3105.0  0.401389  0.000000  0.401389  0.000000
 3110.0  0.434108  0.000000  0.434108  0.000000
 3115.0  0.389308  0.000000  0.389308  0.000000
 3120.0  0.373948  0.000000  0.373948  0.000000
 3125.0  0.394674  0.000000  0.394674  0.000000
 3130.0  0.420637  0.000000  0.420637  0.000000
 3135.0  0.435512  0.000000  0.435512  0.000000
 3140.0  0.419614  0.000000  0.419614  0.000000
 3145.0  0.372104  0.000000  0.372104  0.000000
 3150.0  0.399282  0.000000  0.399282  0.000000
 3155.0  0.383836  0.000000  0.383836  0.000000
 3160.0  0.407876  0.056047  0.407876  0.000000
 3165.0  0.433718  0.047863  0.433718  0.000000
 3170.0  0.469284  0.020916  0.469284  0.000000
 3175.0  0.475033  0.013466  0.475033  0.000000
 3180.0  0.437579  0.042313  0.437579  0.000000
 3185.0  0.420266  0.044464  0.420266  0.000000
 3190.0  0.443262  0.021415  0.443262  0.000000
 3195.0  0.455849  0.045112  0.455849  0.000000
 3200.0  0.446211  0.092596  0.446211  0.000000
 3205.0  0.442053  0.095760  0.442053  0.000000
 3210.0  0.426545  0.083860  0.426545  0.000000
 3215.0  0.408558  0.068223  0.408558  0.000000
 3220.0  0.388239  0.065572  0.388239  0.000000
 3225.0  0.366994  0.083896  0.366994  0.000000
 3230.0  0.359985  0.090854  0.359985  0.000000
 3235.0  0.378127  0.060121  0.378127  0.000000
 3240.0  0.401590  0.029785  0.401590  0.000000
 3245.0  0.411904  0.037359  0.411904  0.000000
 3250.0  0.426775  0.053674  0.426775  0.000000
 3255.0  0.464583  0.045665  0.464583  0.000000
 3260.0  0.510208  0.031381  0.510208  0.000000
 3265.0  0.541949  0.034336  0.541949  0.000000
 3270.0  0.545263  0.048797  0.545263  0.000000
 3275.0  0.516311  0.063246  0.516311  0.000000
 3280.0  0.486901  0.072279  0.486901  0.000000
 3285.0  0.489457  0.071907  0.489457  0.000000
 3290.0  0.523217  0.057710  0.523217  0.000000
 3295.0  0.573137  0.030841  0.573137  0.000000
 3300.0  0.600232  0.015194  0.600232  0.000000
 3305.0  0.576306  0.029599  0.576306  0.000000
 3310.0  0.540275  0.049895  0.540275  0.000000
 3315.0  0.533382  0.050602  0.533382  0.000000
 3320.0  0.539080  0.043947  0.539080  0.000000
 3325.0  0.533918  0.046300  0.533918  0.000000
 3330.0  0.524610  0.052917  0.524610  0.000000
 3335.0  0.523305  0.055628  0.523305  0.000000
 3340.0  0.533708  0.053668  0.533708  0.000000
 3345.0  0.552704  0.050196  0.552704  0.000000
 3350.0  0.558337  0.056659  0.558337  0.000000
 3355.0  0.533387  0.079218  0.533387  0.000000
 3360.0  0.498418  0.094624  0.498418  0.000000
 3365.0  0.478573  0.081869  0.478573  0.000000
 3370.0  0.479539  0.058360  0.479539  0.000000
 3375.0  0.497924  0.045523  0.497924  0.000000
 3380.0  0.513494  0.042451  0.513494  0.000000
 3385.0  0.512237  0.042001  0.512237  0.000000
 3390.0  0.521881  0.034410  0.521881  0.000000
 3395.0  0.564538  0.015739  0.564538  0.000000
 3400.0  0.598121  0.007981  0.598121  0.000000
 3405.0  0.581854  0.028468  0.581854  0.000000
 3410.0  0.544418  0.049914  0.544418  0.000000
 3415.0  0.524806  0.044797  0.524806  0.000000
 3420.0  0.533805  0.029231  0.533805  0.000000
 3425.0  0.565056  0.025541  0.565056  0.000000
 3430.0  0.571835  0.037287  0.571835  0.000000
 3435.0  0.520191  0.058679  0.520191  0.000000
 3440.0  0.467643  0.065301  0.467643  0.000000
 3445.0  0.472335  0.040506  0.472335  0.000000
 3450.0  0.503458  0.017342  0.503458  0.000000
 3455.0  0.519284  0.026691  0.519284  0.000000
 3460.0  0.523361  0.041098  0.523361  0.000000
 3465.0  0.526985  0.031107  0.526985  0.000000
 3470.0  0.527173  0.017619  0.527173  0.000000
 3475.0  0.519851  0.024177  0.519851  0.000000
 3480.0  0.510862  0.034588  0.510862  0.000000
 3485.0  0.508316  0.030616  0.508316  0.000000
 3490.0  0.519479  0.025622  0.519479  0.000000
 3495.0  0.545791  0.034700  0.545791  0.000000
 3500.0  0.566243  0.048262  0.566243  0.000000
 3505.0  0.562473  0.054175  0.562473  0.000000
 3510.0  0.550226  0.094873  0.550226  0.000000
 3515.0  0.545287  0.084984  0.545287  0.000000
 3520.0  0.535304  0.085208  0.535304  0.000000
 3525.0  0.522843  0.089442  0.522843  0.000000
 3530.0  0.543638  0.088415  0.543638  0.000000
 3535.0  0.586575  0.085252  0.586575  0.000000
 3540.0  0.614641  0.091287  0.614641  0.000000
 3545.0  0.626584  0.089634  0.626584  0.000000
 3550.0  0.625169  0.083320  0.625169  0.000000
 3555.0  0.606857  0.089306  0.606857  0.000000
 3560.0  0.580591  0.095339  0.580591  0.000000
 3565.0  0.536080  0.097134  0.536080  0.000000
 3570.0  0.496960  0.095341  0.496960  0.000000
 3575.0  0.475582  0.092356  0.475582  0.000000
 3580.0  0.456078  0.089532  0.456078  0.000000
 3585.0  0.453508  0.086552  0.453508  0.000000
 3590.0  0.492522  0.099107  0.492522  0.000000
 3595.0  0.547192  0.103623  0.547192  0.000000
 3600.0  0.577409  0.097708  0.577409  0.000000
 3605.0  0.561002  0.085009  0.561002  0.000000
 3610.0  0.512542  0.091470  0.512542  0.000000
 3615.0  0.504827  0.095651  0.504827  0.000000
 3620.0  0.516511  0.100993  0.516511  0.000000
 3625.0  0.552844  0.092997  0.552844  0.000000
 3630.0  0.577685  0.071434  0.577685  0.000000
 3635.0  0.575792  0.073378  0.575792  0.000000
 3640.0  0.572596  0.087933  0.572596  0.000000
 3645.0  0.551983  0.100477  0.551983  0.000000
 3650.0  0.560435  0.110294  0.560435  0.000000
 3655.0  0.611283  0.112128  0.611283  0.000000
 3660.0  0.656797  0.105680  0.656797  0.000000
 3665.0  0.656811  0.102287  0.656811  0.000000
 3670.0  0.644785  0.095913  0.644785  0.000000
 3675.0  0.643295  0.078962  0.643295  0.000000
 3680.0  0.637533  0.069540  0.637533  0.000000
 3685.0  0.622196  0.079409  0.622196  0.000000
 3690.0  0.644432  0.082910  0.644432  0.000000
 3695.0  0.667004  0.088640  0.667004  0.000000
 3700.0  0.686087  0.063871  0.686087  0.000000
 3705.0  0.653566  0.062068  0.653566  0.000000
 3710.0  0.633307  0.079571  0.633307  0.000000
 3715.0  0.638959  0.091890  0.638959  0.000000
 3720.0  0.611603  0.082468  0.611603  0.000000
 3725.0  0.611413  0.075077  0.611413  0.000000
 3730.0  0.602271  0.066633  0.602271  0.000000
 3735.0  0.547349  0.066181  0.547349  0.000000
 3740.0  0.547253  0.076546  0.547253  0.000000
 3745.0  0.534767  0.083580  0.534767  0.000000
 3750.0  0.524267  0.101993  0.524267  0.000000
 3755.0  0.588313  0.100787  0.588313  0.000000
 3760.0  0.617300  0.092279  0.617300  0.000000
 3765.0  0.631105  0.083051  0.631105  0.000000
 3770.0  0.659589  0.081728  0.659589  0.000000
 3775.0  0.709897  0.098643  0.709897  0.000000
 3780.0  0.771081  0.088191  0.771081  0.000000
 3785.0  0.739835  0.096958  0.739835  0.000000
 3790.0  0.656713  0.106302  0.656713  0.000000
 3795.0  0.620783  0.090379  0.620783  0.000000
 3800.0  0.637744  0.094597  0.637744  0.000000
 3805.0  0.695407  0.104127  0.695407  0.000000
 3810.0  0.710171  0.098236  0.710171  0.000000
 3815.0  0.648030  0.093456  0.648030  0.000000
