#iRMS=8.228752995e-05 0
#    lk  ukf_rg5v  uks_rg5v        fh        fse
#
 1905.0  0.002650  0.000000  0.002650  0.000000
 1910.0  0.002730  0.000000  0.002730  0.000000
 1915.0  0.002821  0.000000  0.002821  0.000000
 1920.0  0.002909  0.000000  0.002909  0.000000
 1925.0  0.002862  0.000000  0.002862  0.000000
 1930.0  0.002571  0.000000  0.002571  0.000000
 1935.0  0.002692  0.000000  0.002692  0.000000
 1940.0  0.003305  0.000000  0.003305  0.000000
 1945.0  0.003664  0.000000  0.003664  0.000000
 1950.0  0.004489  0.000000  0.004489  0.000000
 1955.0  0.008526  0.000000  0.008526  0.000000
 1960.0  0.006307  0.000000  0.006307  0.000000
 1965.0  0.005917  0.000000  0.005917  0.000000
 1970.0  0.008694  0.000000  0.008694  0.000000
 1975.0  0.006101  0.000000  0.006101  0.000000
 1980.0  0.007434  0.000000  0.007434  0.000000
 1985.0  0.007610  0.000000  0.007610  0.000000
 1990.0  0.005268  0.000000  0.005268  0.000000
 1995.0  0.009817  0.000000  0.009817  0.000000
 2000.0  0.008977  0.000000  0.008977  0.000000
 2005.0  0.007119  0.000000  0.007119  0.000000
 2010.0  0.005476  0.000000  0.005476  0.000000
 2015.0  0.006159  0.000000  0.006159  0.000000
 2020.0  0.008399  0.000000  0.008399  0.000000
 2025.0  0.006360  0.000000  0.006360  0.000000
 2030.0  0.005854  0.000000  0.005854  0.000000
 2035.0  0.008801  0.000000  0.008801  0.000000
 2040.0  0.011189  0.000000  0.011189  0.000000
 2045.0  0.011544  0.000000  0.011544  0.000000
 2050.0  0.012756  0.000000  0.012756  0.000000
 2055.0  0.008982  0.000000  0.008982  0.000000
 2060.0  0.009672  0.000000  0.009672  0.000000
 2065.0  0.010517  0.000000  0.010517  0.000000
 2070.0  0.013435  0.000000  0.013435  0.000000
 2075.0  0.013418  0.000000  0.013418  0.000000
 2080.0  0.013108  0.000000  0.013108  0.000000
 2085.0  0.013256  0.000000  0.013256  0.000000
 2090.0  0.009770  0.000000  0.009770  0.000000
 2095.0  0.011903  0.000000  0.011903  0.000000
 2100.0  0.018507  0.000000  0.018507  0.000000
 2105.0  0.020693  0.000000  0.020693  0.000000
 2110.0  0.014922  0.000000  0.014922  0.000000
 2115.0  0.018359  0.000000  0.018359  0.000000
 2120.0  0.021511  0.000000  0.021511  0.000000
 2125.0  0.016434  0.000000  0.016434  0.000000
 2130.0  0.014465  0.000000  0.014465  0.000000
 2135.0  0.017537  0.000000  0.017537  0.000000
 2140.0  0.020113  0.000000  0.020113  0.000000
 2145.0  0.018565  0.000000  0.018565  0.000000
 2150.0  0.021147  0.000000  0.021147  0.000000
 2155.0  0.023041  0.000000  0.023041  0.000000
 2160.0  0.019227  0.000000  0.019227  0.000000
 2165.0  0.018464  0.000000  0.018464  0.000000
 2170.0  0.013554  0.000000  0.013554  0.000000
 2175.0  0.015007  0.000000  0.015007  0.000000
 2180.0  0.019166  0.000000  0.019166  0.000000
 2185.0  0.028026  0.000000  0.028026  0.000000
 2190.0  0.033004  0.000000  0.033004  0.000000
 2195.0  0.033598  0.000000  0.033598  0.000000
 2200.0  0.029709  0.000000  0.029709  0.000000
 2205.0  0.023371  0.000000  0.023371  0.000000
 2210.0  0.020642  0.000000  0.020642  0.000000
 2215.0  0.020171  0.000000  0.020171  0.000000
 2220.0  0.025212  0.000000  0.025212  0.000000
 2225.0  0.026920  0.000000  0.026920  0.000000
 2230.0  0.022857  0.000000  0.022857  0.000000
 2235.0  0.025955  0.000000  0.025955  0.000000
 2240.0  0.028616  0.000000  0.028616  0.000000
 2245.0  0.032965  0.000000  0.032965  0.000000
 2250.0  0.032376  0.000000  0.032376  0.000000
 2255.0  0.026305  0.000000  0.026305  0.000000
 2260.0  0.022601  0.000000  0.022601  0.000000
 2265.0  0.020451  0.000000  0.020451  0.000000
 2270.0  0.021761  0.000000  0.021761  0.000000
 2275.0  0.019190  0.000000  0.019190  0.000000
 2280.0  0.026324  0.000000  0.026324  0.000000
 2285.0  0.026785  0.000000  0.026785  0.000000
 2290.0  0.023385  0.000000  0.023385  0.000000
 2295.0  0.026388  0.000000  0.026388  0.000000
 2300.0  0.027974  0.000000  0.027974  0.000000
 2305.0  0.031936  0.000000  0.031936  0.000000
 2310.0  0.032693  0.000000  0.032693  0.000000
 2315.0  0.030139  0.000000  0.030139  0.000000
 2320.0  0.028291  0.000000  0.028291  0.000000
 2325.0  0.034974  0.000000  0.034974  0.000000
 2330.0  0.032393  0.000000  0.032393  0.000000
 2335.0  0.026424  0.000000  0.026424  0.000000
 2340.0  0.026576  0.000000  0.026576  0.000000
 2345.0  0.023913  0.000000  0.023913  0.000000
 2350.0  0.024197  0.000000  0.024197  0.000000
 2355.0  0.027670  0.000000  0.027670  0.000000
 2360.0  0.029896  0.000000  0.029896  0.000000
 2365.0  0.032778  0.000000  0.032778  0.000000
 2370.0  0.037670  0.000000  0.037670  0.000000
 2375.0  0.037540  0.000000  0.037540  0.000000
 2380.0  0.029221  0.000000  0.029221  0.000000
 2385.0  0.024895  0.000000  0.024895  0.000000
 2390.0  0.026098  0.000000  0.026098  0.000000
 2395.0  0.026897  0.000000  0.026897  0.000000
 2400.0  0.020325  0.000000  0.020325  0.000000
 2405.0  0.023121  0.000000  0.023121  0.000000
 2410.0  0.022248  0.000000  0.022248  0.000000
 2415.0  0.024908  0.000000  0.024908  0.000000
 2420.0  0.033207  0.000000  0.033207  0.000000
 2425.0  0.037874  0.000000  0.037874  0.000000
 2430.0  0.032948  0.000000  0.032948  0.000000
 2435.0  0.032080  0.000000  0.032080  0.000000
 2440.0  0.034034  0.000000  0.034034  0.000000
 2445.0  0.032431  0.000000  0.032431  0.000000
 2450.0  0.030967  0.000000  0.030967  0.000000
 2455.0  0.035821  0.000000  0.035821  0.000000
 2460.0  0.031469  0.000000  0.031469  0.000000
 2465.0  0.028116  0.000000  0.028116  0.000000
 2470.0  0.029488  0.000000  0.029488  0.000000
 2475.0  0.029409  0.000000  0.029409  0.000000
 2480.0  0.025906  0.000000  0.025906  0.000000
 2485.0  0.021923  0.000000  0.021923  0.000000
 2490.0  0.024502  0.000000  0.024502  0.000000
 2495.0  0.029453  0.000000  0.029453  0.000000
 2500.0  0.034347  0.000000  0.034347  0.000000
 2505.0  0.033009  0.000000  0.033009  0.000000
 2510.0  0.030658  0.000000  0.030658  0.000000
 2515.0  0.029257  0.000000  0.029257  0.000000
 2520.0  0.028990  0.000000  0.028990  0.000000
 2525.0  0.028660  0.000000  0.028660  0.000000
 2530.0  0.032699  0.000000  0.032699  0.000000
 2535.0  0.031460  0.000000  0.031460  0.000000
 2540.0  0.031762  0.000000  0.031762  0.000000
 2545.0  0.034534  0.000000  0.034534  0.000000
 2550.0  0.037384  0.000000  0.037384  0.000000
 2555.0  0.039710  0.000000  0.039710  0.000000
 2560.0  0.044977  0.000000  0.044977  0.000000
 2565.0  0.053830  0.000000  0.053830  0.000000
 2570.0  0.051889  0.000000  0.051889  0.000000
 2575.0  0.046883  0.000000  0.046883  0.000000
 2580.0  0.056277  0.000000  0.056277  0.000000
 2585.0  0.061710  0.000000  0.061710  0.000000
 2590.0  0.060299  0.000000  0.060299  0.000000
 2595.0  0.055097  0.000000  0.055097  0.000000
 2600.0  0.052459  0.000000  0.052459  0.000000
 2605.0  0.052687  0.000000  0.052687  0.000000
 2610.0  0.051075  0.000000  0.051075  0.000000
 2615.0  0.052387  0.000000  0.052387  0.000000
 2620.0  0.053126  0.000000  0.053126  0.000000
 2625.0  0.056049  0.000000  0.056049  0.000000
 2630.0  0.060523  0.000000  0.060523  0.000000
 2635.0  0.076681  0.000000  0.076681  0.000000
 2640.0  0.101154  0.000000  0.101154  0.000000
 2645.0  0.108174  0.000000  0.108174  0.000000
 2650.0  0.104751  0.000000  0.104751  0.000000
 2655.0  0.111304  0.000000  0.111304  0.000000
 2660.0  0.116292  0.000000  0.116292  0.000000
 2665.0  0.110502  0.000000  0.110502  0.000000
 2670.0  0.110242  0.000000  0.110242  0.000000
 2675.0  0.112677  0.000000  0.112677  0.000000
 2680.0  0.112362  0.000000  0.112362  0.000000
 2685.0  0.107777  0.000000  0.107777  0.000000
 2690.0  0.105758  0.000000  0.105758  0.000000
 2695.0  0.107947  0.000000  0.107947  0.000000
 2700.0  0.120456  0.000000  0.120456  0.000000
 2705.0  0.119606  0.000000  0.119606  0.000000
 2710.0  0.112691  0.000000  0.112691  0.000000
 2715.0  0.102452  0.000000  0.102452  0.000000
 2720.0  0.086735  0.000000  0.086735  0.000000
 2725.0  0.087631  0.000000  0.087631  0.000000
 2730.0  0.099248  0.000000  0.099248  0.000000
 2735.0  0.091256  0.000000  0.091256  0.000000
 2740.0  0.069914  0.000000  0.069914  0.000000
 2745.0  0.065188  0.000000  0.065188  0.000000
 2750.0  0.069989  0.000000  0.069989  0.000000
 2755.0  0.084190  0.000000  0.084190  0.000000
 2760.0  0.100493  0.000000  0.100493  0.000000
 2765.0  0.110414  0.000000  0.110414  0.000000
 2770.0  0.113408  0.000000  0.113408  0.000000
 2775.0  0.110549  0.000000  0.110549  0.000000
 2780.0  0.093481  0.000000  0.093481  0.000000
 2785.0  0.077256  0.000000  0.077256  0.000000
 2790.0  0.067773  0.000000  0.067773  0.000000
 2795.0  0.061573  0.000000  0.061573  0.000000
 2800.0  0.059310  0.000000  0.059310  0.000000
 2805.0  0.062927  0.000000  0.062927  0.000000
 2810.0  0.079994  0.000000  0.079994  0.000000
 2815.0  0.113465  0.000000  0.113465  0.000000
 2820.0  0.128644  0.000000  0.128644  0.000000
 2825.0  0.137018  0.000000  0.137018  0.000000
 2830.0  0.147558  0.000000  0.147558  0.000000
 2835.0  0.146842  0.000000  0.146842  0.000000
 2840.0  0.132913  0.000000  0.132913  0.000000
 2845.0  0.113446  0.000000  0.113446  0.000000
 2850.0  0.088133  0.000000  0.088133  0.000000
 2855.0  0.087334  0.000000  0.087334  0.000000
 2860.0  0.124779  0.000000  0.124779  0.000000
 2865.0  0.154245  0.000000  0.154245  0.000000
 2870.0  0.161761  0.000000  0.161761  0.000000
 2875.0  0.158707  0.000000  0.158707  0.000000
 2880.0  0.143122  0.000000  0.143122  0.000000
 2885.0  0.154251  0.000000  0.154251  0.000000
 2890.0  0.186831  0.000000  0.186831  0.000000
 2895.0  0.222036  0.000000  0.222036  0.000000
 2900.0  0.265604  0.000000  0.265604  0.000000
 2905.0  0.294514  0.000000  0.294514  0.000000
 2910.0  0.298259  0.000000  0.298259  0.000000
 2915.0  0.284907  0.000000  0.284907  0.000000
 2920.0  0.257356  0.000000  0.257356  0.000000
 2925.0  0.246612  0.000000  0.246612  0.000000
 2930.0  0.256434  0.000000  0.256434  0.000000
 2935.0  0.254571  0.000000  0.254571  0.000000
 2940.0  0.238128  0.000000  0.238128  0.000000
 2945.0  0.232933  0.000000  0.232933  0.000000
 2950.0  0.238386  0.000000  0.238386  0.000000
 2955.0  0.261427  0.000000  0.261427  0.000000
 2960.0  0.262299  0.000000  0.262299  0.000000
 2965.0  0.236709  0.000000  0.236709  0.000000
 2970.0  0.215031  0.000000  0.215031  0.000000
 2975.0  0.238911  0.000000  0.238911  0.000000
 2980.0  0.234699  0.000000  0.234699  0.000000
 2985.0  0.201381  0.000000  0.201381  0.000000
 2990.0  0.216512  0.000000  0.216512  0.000000
 2995.0  0.213190  0.000000  0.213190  0.000000
 3000.0  0.192364  0.000000  0.192364  0.000000
 3005.0  0.186111  0.000000  0.186111  0.000000
 3010.0  0.198393  0.000000  0.198393  0.000000
 3015.0  0.205163  0.000000  0.205163  0.000000
 3020.0  0.197293  0.000000  0.197293  0.000000
 3025.0  0.225995  0.000000  0.225995  0.000000
 3030.0  0.266395  0.000000  0.266395  0.000000
 3035.0  0.269042  0.000000  0.269042  0.000000
 3040.0  0.256655  0.000000  0.256655  0.000000
 3045.0  0.260510  0.000000  0.260510  0.000000
 3050.0  0.270472  0.000000  0.270472  0.000000
 3055.0  0.258566  0.000000  0.258566  0.000000
 3060.0  0.244171  0.000000  0.244171  0.000000
 3065.0  0.255186  0.000000  0.255186  0.000000
 3070.0  0.269582  0.000000  0.269582  0.000000
 3075.0  0.275997  0.000000  0.275997  0.000000
 3080.0  0.280212  0.000000  0.280212  0.000000
 3085.0  0.274211  0.000000  0.274211  0.000000
 3090.0  0.259278  0.000000  0.259278  0.000000
 3095.0  0.244303  0.000000  0.244303  0.000000
 3100.0  0.261771  0.000000  0.261771  0.000000
 3105.0  0.320750  0.000000  0.320750  0.000000
 3110.0  0.346896  0.000000  0.346896  0.000000
 3115.0  0.311096  0.000000  0.311096  0.000000
 3120.0  0.298821  0.000000  0.298821  0.000000
 3125.0  0.315384  0.000000  0.315384  0.000000
 3130.0  0.336131  0.000000  0.336131  0.000000
 3135.0  0.348017  0.000000  0.348017  0.000000
 3140.0  0.335313  0.000000  0.335313  0.000000
 3145.0  0.297349  0.000000  0.297349  0.000000
 3150.0  0.319066  0.000000  0.319066  0.000000
 3155.0  0.306723  0.000000  0.306723  0.000000
 3160.0  0.297297  0.012771  0.297297  0.000000
 3165.0  0.322289  0.011084  0.322289  0.000000
 3170.0  0.356085  0.004441  0.356085  0.000000
 3175.0  0.367040  0.003281  0.367040  0.000000
 3180.0  0.340077  0.023088  0.340077  0.000000
 3185.0  0.322233  0.020324  0.322233  0.000000
 3190.0  0.333569  0.005965  0.333569  0.000000
 3195.0  0.338242  0.006950  0.338242  0.000000
 3200.0  0.363456  0.000000  0.363456  0.000000
 3205.0  0.358271  0.000000  0.358271  0.000000
 3210.0  0.342532  0.000000  0.342532  0.000000
 3215.0  0.333722  0.000000  0.333722  0.000000
 3220.0  0.324144  0.000000  0.324144  0.000000
 3225.0  0.305903  0.000000  0.305903  0.000000
 3230.0  0.295484  0.000000  0.295484  0.000000
 3235.0  0.308798  0.000000  0.308798  0.000000
 3240.0  0.335091  0.000000  0.335091  0.000000
 3245.0  0.359030  0.000000  0.359030  0.000000
 3250.0  0.373646  0.000000  0.373646  0.000000
 3255.0  0.378941  0.000000  0.378941  0.000000
 3260.0  0.394462  0.000000  0.394462  0.000000
 3265.0  0.432880  0.000000  0.432880  0.000000
 3270.0  0.459840  0.000000  0.459840  0.000000
 3275.0  0.444781  0.000000  0.444781  0.000000
 3280.0  0.419366  0.000000  0.419366  0.000000
 3285.0  0.420060  0.000000  0.420060  0.000000
 3290.0  0.440326  0.000000  0.440326  0.000000
 3295.0  0.463297  0.000000  0.463297  0.000000
 3300.0  0.473794  0.000000  0.473794  0.000000
 3305.0  0.462555  0.000000  0.462555  0.000000
 3310.0  0.442312  0.000000  0.442312  0.000000
 3315.0  0.428370  0.000000  0.428370  0.000000
 3320.0  0.424352  0.000000  0.424352  0.000000
 3325.0  0.429107  0.000000  0.429107  0.000000
 3330.0  0.434080  0.000000  0.434080  0.000000
 3335.0  0.433016  0.000000  0.433016  0.000000
 3340.0  0.436258  0.000000  0.436258  0.000000
 3345.0  0.451435  0.000000  0.451435  0.000000
 3350.0  0.458702  0.000000  0.458702  0.000000
 3355.0  0.439255  0.000000  0.439255  0.000000
 3360.0  0.405923  0.000000  0.405923  0.000000
 3365.0  0.377268  0.000000  0.377268  0.000000
 3370.0  0.363140  0.000000  0.363140  0.000000
 3375.0  0.368656  0.000000  0.368656  0.000000
 3380.0  0.388703  0.000000  0.388703  0.000000
 3385.0  0.414908  0.000000  0.414908  0.000000
 3390.0  0.436099  0.000000  0.436099  0.000000
 3395.0  0.443752  0.000000  0.443752  0.000000
 3400.0  0.442751  0.000000  0.442751  0.000000
 3405.0  0.439970  0.000000  0.439970  0.000000
 3410.0  0.436850  0.000000  0.436850  0.000000
 3415.0  0.434242  0.000000  0.434242  0.000000
 3420.0  0.436070  0.000000  0.436070  0.000000
 3425.0  0.442870  0.000000  0.442870  0.000000
 3430.0  0.438560  0.000000  0.438560  0.000000
 3435.0  0.410882  0.000000  0.410882  0.000000
 3440.0  0.379512  0.000000  0.379512  0.000000
 3445.0  0.366921  0.000000  0.366921  0.000000
 3450.0  0.374830  0.000000  0.374830  0.000000
 3455.0  0.396294  0.000000  0.396294  0.000000
 3460.0  0.410476  0.000000  0.410476  0.000000
 3465.0  0.401744  0.000000  0.401744  0.000000
 3470.0  0.389195  0.000000  0.389195  0.000000
 3475.0  0.392443  0.000000  0.392443  0.000000
 3480.0  0.398443  0.000000  0.398443  0.000000
 3485.0  0.393226  0.000000  0.393226  0.000000
 3490.0  0.391791  0.000000  0.391791  0.000000
 3495.0  0.410228  0.000000  0.410228  0.000000
 3500.0  0.440031  0.000000  0.440031  0.000000
 3505.0  0.466228  0.000000  0.466228  0.000000
 3510.0  0.443919  0.026479  0.443919  0.000000
 3515.0  0.436798  0.037181  0.436798  0.000000
 3520.0  0.417986  0.034272  0.417986  0.000000
 3525.0  0.396676  0.030665  0.396676  0.000000
 3530.0  0.425207  0.037338  0.425207  0.000000
 3535.0  0.459852  0.032141  0.459852  0.000000
 3540.0  0.485281  0.032248  0.485281  0.000000
 3545.0  0.496494  0.034377  0.496494  0.000000
 3550.0  0.489268  0.037730  0.489268  0.000000
 3555.0  0.460079  0.036093  0.460079  0.000000
 3560.0  0.441912  0.038837  0.441912  0.000000
 3565.0  0.399839  0.038574  0.399839  0.000000
 3570.0  0.355083  0.035435  0.355083  0.000000
 3575.0  0.345535  0.035971  0.345535  0.000000
 3580.0  0.305764  0.023154  0.305764  0.000000
 3585.0  0.294387  0.029581  0.294387  0.000000
 3590.0  0.361844  0.033954  0.361844  0.000000
 3595.0  0.409368  0.085421  0.409368  0.000000
 3600.0  0.499935  0.049375  0.499935  0.000000
 3605.0  0.468861  0.067226  0.468861  0.000000
 3610.0  0.403912  0.035626  0.403912  0.000000
 3615.0  0.389581  0.031137  0.389581  0.000000
 3620.0  0.406666  0.022876  0.406666  0.000000
 3625.0  0.475811  0.039739  0.475811  0.000000
 3630.0  0.496136  0.053609  0.496136  0.000000
 3635.0  0.491714  0.069212  0.491714  0.000000
 3640.0  0.507072  0.048330  0.507072  0.000000
 3645.0  0.467681  0.024509  0.467681  0.000000
 3650.0  0.469424  0.017903  0.469424  0.000000
 3655.0  0.555228  0.029391  0.555228  0.000000
 3660.0  0.623284  0.037297  0.623284  0.000000
 3665.0  0.619967  0.045273  0.619967  0.000000
 3670.0  0.598351  0.042289  0.598351  0.000000
 3675.0  0.584963  0.040841  0.584963  0.000000
 3680.0  0.551807  0.048031  0.551807  0.000000
 3685.0  0.535219  0.042873  0.535219  0.000000
 3690.0  0.552884  0.030586  0.552884  0.000000
 3695.0  0.599460  0.032467  0.599460  0.000000
 3700.0  0.614595  0.044819  0.614595  0.000000
 3705.0  0.557175  0.052609  0.557175  0.000000
 3710.0  0.534859  0.027955  0.534859  0.000000
 3715.0  0.558225  0.050131  0.558225  0.000000
 3720.0  0.500110  0.034847  0.500110  0.000000
 3725.0  0.495489  0.056980  0.495489  0.000000
 3730.0  0.485933  0.064764  0.485933  0.000000
 3735.0  0.418467  0.068467  0.418467  0.000000
 3740.0  0.410400  0.049211  0.410400  0.000000
 3745.0  0.386812  0.035612  0.386812  0.000000
 3750.0  0.393918  0.023268  0.393918  0.000000
 3755.0  0.478254  0.050029  0.478254  0.000000
 3760.0  0.492990  0.044051  0.492990  0.000000
 3765.0  0.496993  0.046595  0.496993  0.000000
 3770.0  0.534862  0.029640  0.534862  0.000000
 3775.0  0.616213  0.038281  0.616213  0.000000
 3780.0  0.664232  0.051358  0.664232  0.000000
 3785.0  0.624889  0.047425  0.624889  0.000000
 3790.0  0.538700  0.038524  0.538700  0.000000
 3795.0  0.486991  0.035186  0.486991  0.000000
 3800.0  0.497327  0.036980  0.497327  0.000000
 3805.0  0.565027  0.061073  0.565027  0.000000
 3810.0  0.570412  0.068187  0.570412  0.000000
 3815.0  0.482475  0.057185  0.482475  0.000000
