#iRMS=2.658271296e-05 0
#    lk  ukf_wf8v  uks_wf8v        fh        fse
#
 2345.0  0.106900  0.000000  0.106900  0.000000
 2350.0  0.098668  0.000000  0.098668  0.000000
 2355.0  0.121336  0.000000  0.121336  0.000000
 2360.0  0.140692  0.000000  0.140692  0.000000
 2365.0  0.098700  0.000000  0.098700  0.000000
 2370.0  0.112521  0.000000  0.112521  0.000000
 2375.0  0.140162  0.000000  0.140162  0.000000
 2380.0  0.136678  0.000000  0.136678  0.000000
 2385.0  0.089793  0.000000  0.089793  0.000000
 2390.0  0.087640  0.000000  0.087640  0.000000
 2395.0  0.103327  0.000000  0.103327  0.000000
 2400.0  0.095712  0.000000  0.095712  0.000000
 2405.0  0.087335  0.000000  0.087335  0.000000
 2410.0  0.072390  0.000000  0.072390  0.000000
 2415.0  0.080136  0.000000  0.080136  0.000000
 2420.0  0.112537  0.000000  0.112537  0.000000
 2425.0  0.156795  0.000000  0.156795  0.000000
 2430.0  0.179345  0.000000  0.179345  0.000000
 2435.0  0.167856  0.000000  0.167856  0.000000
 2440.0  0.145196  0.000000  0.145196  0.000000
 2445.0  0.163471  0.000000  0.163471  0.000000
 2450.0  0.151344  0.000000  0.151344  0.000000
 2455.0  0.130922  0.000000  0.130922  0.000000
 2460.0  0.144433  0.000000  0.144433  0.000000
 2465.0  0.150353  0.000000  0.150353  0.000000
 2470.0  0.152040  0.000000  0.152040  0.000000
 2475.0  0.150604  0.000000  0.150604  0.000000
 2480.0  0.152006  0.000000  0.152006  0.000000
 2485.0  0.127663  0.000000  0.127663  0.000000
 2490.0  0.108736  0.000000  0.108736  0.000000
 2495.0  0.109876  0.000000  0.109876  0.000000
 2500.0  0.163970  0.000000  0.163970  0.000000
 2505.0  0.161463  0.000000  0.161463  0.000000
 2510.0  0.130814  0.000000  0.130814  0.000000
 2515.0  0.120778  0.000000  0.120778  0.000000
 2520.0  0.091237  0.000000  0.091237  0.000000
 2525.0  0.079580  0.000000  0.079580  0.000000
 2530.0  0.094871  0.000000  0.094871  0.000000
 2535.0  0.102724  0.000000  0.102724  0.000000
 2540.0  0.113737  0.000000  0.113737  0.000000
 2545.0  0.119227  0.000000  0.119227  0.000000
 2550.0  0.115717  0.000000  0.115717  0.000000
 2555.0  0.135916  0.000000  0.135916  0.000000
 2560.0  0.156550  0.000000  0.156550  0.000000
 2565.0  0.175156  0.000000  0.175156  0.000000
 2570.0  0.203306  0.000000  0.203306  0.000000
 2575.0  0.218433  0.000000  0.218433  0.000000
 2580.0  0.196499  0.000000  0.196499  0.000000
 2585.0  0.184753  0.000000  0.184753  0.000000
 2590.0  0.191858  0.000000  0.191858  0.000000
 2595.0  0.205614  0.000000  0.205614  0.000000
 2600.0  0.168806  0.000000  0.168806  0.000000
 2605.0  0.156887  0.000000  0.156887  0.000000
 2610.0  0.156353  0.000000  0.156353  0.000000
 2615.0  0.144206  0.000000  0.144206  0.000000
 2620.0  0.176987  0.000000  0.176987  0.000000
 2625.0  0.198121  0.000000  0.198121  0.000000
 2630.0  0.172326  0.000000  0.172326  0.000000
 2635.0  0.219925  0.000000  0.219925  0.000000
 2640.0  0.393978  0.000000  0.393978  0.000000
 2645.0  0.463032  0.000000  0.463032  0.000000
 2650.0  0.403352  0.000000  0.403352  0.000000
 2655.0  0.378008  0.000000  0.378008  0.000000
 2660.0  0.441586  0.000000  0.441586  0.000000
 2665.0  0.374231  0.000000  0.374231  0.000000
 2670.0  0.328639  0.000000  0.328639  0.000000
 2675.0  0.354147  0.000000  0.354147  0.000000
 2680.0  0.356668  0.000000  0.356668  0.000000
 2685.0  0.361764  0.000000  0.361764  0.000000
 2690.0  0.353326  0.000000  0.353326  0.000000
 2695.0  0.349811  0.000000  0.349811  0.000000
 2700.0  0.417405  0.000000  0.417405  0.000000
 2705.0  0.415538  0.000000  0.415538  0.000000
 2710.0  0.338723  0.000000  0.338723  0.000000
 2715.0  0.323216  0.000000  0.323216  0.000000
 2720.0  0.349916  0.000000  0.349916  0.000000
 2725.0  0.353704  0.000000  0.353704  0.000000
 2730.0  0.439607  0.000000  0.439607  0.000000
 2735.0  0.378865  0.000000  0.378865  0.000000
 2740.0  0.261228  0.000000  0.261228  0.000000
 2745.0  0.192176  0.000000  0.192176  0.000000
 2750.0  0.197574  0.000000  0.197574  0.000000
 2755.0  0.238356  0.000000  0.238356  0.000000
 2760.0  0.232212  0.000000  0.232212  0.000000
 2765.0  0.279151  0.000000  0.279151  0.000000
 2770.0  0.303197  0.000000  0.303197  0.000000
 2775.0  0.335158  0.000000  0.335158  0.000000
 2780.0  0.306244  0.000000  0.306244  0.000000
 2785.0  0.228404  0.000000  0.228404  0.000000
 2790.0  0.179767  0.000000  0.179767  0.000000
 2795.0  0.109607  0.000000  0.109607  0.000000
 2800.0  0.072523  0.000000  0.072523  0.000000
 2805.0  0.075900  0.000000  0.075900  0.000000
 2810.0  0.138160  0.000000  0.138160  0.000000
 2815.0  0.273095  0.000000  0.273095  0.000000
 2820.0  0.447768  0.000000  0.447768  0.000000
 2825.0  0.476492  0.000000  0.476492  0.000000
 2830.0  0.484283  0.000000  0.484283  0.000000
 2835.0  0.488469  0.000000  0.488469  0.000000
 2840.0  0.389736  0.000000  0.389736  0.000000
 2845.0  0.382688  0.000000  0.382688  0.000000
 2850.0  0.348630  0.000000  0.348630  0.000000
 2855.0  0.229016  0.000000  0.229016  0.000000
 2860.0  0.321538  0.000000  0.321538  0.000000
 2865.0  0.374820  0.000000  0.374820  0.000000
 2870.0  0.384273  0.000000  0.384273  0.000000
 2875.0  0.430608  0.000000  0.430608  0.000000
 2880.0  0.403478  0.000000  0.403478  0.000000
 2885.0  0.376586  0.000000  0.376586  0.000000
 2890.0  0.402989  0.000000  0.402989  0.000000
 2895.0  0.399550  0.000000  0.399550  0.000000
 2900.0  0.391483  0.000000  0.391483  0.000000
 2905.0  0.412998  0.000000  0.412998  0.000000
 2910.0  0.468751  0.000000  0.468751  0.000000
 2915.0  0.526463  0.000000  0.526463  0.000000
 2920.0  0.480844  0.000000  0.480844  0.000000
 2925.0  0.432539  0.000000  0.432539  0.000000
 2930.0  0.425327  0.000000  0.425327  0.000000
 2935.0  0.451214  0.000000  0.451214  0.000000
 2940.0  0.448178  0.000000  0.448178  0.000000
 2945.0  0.455202  0.000000  0.455202  0.000000
 2950.0  0.459992  0.000000  0.459992  0.000000
 2955.0  0.464921  0.000000  0.464921  0.000000
 2960.0  0.499471  0.000000  0.499471  0.000000
 2965.0  0.504600  0.000000  0.504600  0.000000
 2970.0  0.512582  0.000000  0.512582  0.000000
 2975.0  0.472862  0.000000  0.472862  0.000000
 2980.0  0.484927  0.000000  0.484927  0.000000
 2985.0  0.502343  0.000000  0.502343  0.000000
 2990.0  0.516893  0.000000  0.516893  0.000000
 2995.0  0.520202  0.000000  0.520202  0.000000
 3000.0  0.477819  0.000000  0.477819  0.000000
 3005.0  0.460421  0.000000  0.460421  0.000000
 3010.0  0.477126  0.000000  0.477126  0.000000
 3015.0  0.470800  0.000000  0.470800  0.000000
 3020.0  0.469919  0.000000  0.469919  0.000000
 3025.0  0.542750  0.000000  0.542750  0.000000
 3030.0  0.594194  0.000000  0.594194  0.000000
 3035.0  0.582103  0.000000  0.582103  0.000000
 3040.0  0.629134  0.000000  0.629134  0.000000
 3045.0  0.556008  0.000000  0.556008  0.000000
 3050.0  0.524996  0.000000  0.524996  0.000000
 3055.0  0.558715  0.000000  0.558715  0.000000
 3060.0  0.499009  0.000000  0.499009  0.000000
 3065.0  0.456959  0.000000  0.456959  0.000000
 3070.0  0.495419  0.000000  0.495419  0.000000
 3075.0  0.503158  0.000000  0.503158  0.000000
 3080.0  0.522123  0.000000  0.522123  0.000000
 3085.0  0.493405  0.000000  0.493405  0.000000
 3090.0  0.478625  0.000000  0.478625  0.000000
 3095.0  0.424166  0.000000  0.424166  0.000000
 3100.0  0.402291  0.000000  0.402291  0.000000
 3105.0  0.451616  0.000000  0.451616  0.000000
 3110.0  0.525622  0.000000  0.525622  0.000000
 3115.0  0.545544  0.000000  0.545544  0.000000
 3120.0  0.476323  0.000000  0.476323  0.000000
 3125.0  0.464023  0.000000  0.464023  0.000000
 3130.0  0.493706  0.000000  0.493706  0.000000
 3135.0  0.517833  0.000000  0.517833  0.000000
 3140.0  0.522211  0.000000  0.522211  0.000000
 3145.0  0.506032  0.000000  0.506032  0.000000
 3150.0  0.526924  0.000000  0.526924  0.000000
 3155.0  0.508018  0.000000  0.508018  0.000000
 3160.0  0.501320  0.048795  0.501320  0.000000
 3165.0  0.503695  0.045590  0.503695  0.000000
 3170.0  0.527415  0.021235  0.527415  0.000000
 3175.0  0.536243  0.017931  0.536243  0.000000
 3180.0  0.529550  0.033975  0.529550  0.000000
 3185.0  0.534899  0.035597  0.534899  0.000000
 3190.0  0.547350  0.027251  0.547350  0.000000
 3195.0  0.559022  0.018235  0.559022  0.000000
 3200.0  0.581864  0.000000  0.581864  0.000000
 3205.0  0.592839  0.000000  0.592839  0.000000
 3210.0  0.594830  0.000000  0.594830  0.000000
 3215.0  0.577209  0.000000  0.577209  0.000000
 3220.0  0.555513  0.000000  0.555513  0.000000
 3225.0  0.547084  0.000000  0.547084  0.000000
 3230.0  0.550346  0.000000  0.550346  0.000000
 3235.0  0.560109  0.000000  0.560109  0.000000
 3240.0  0.575669  0.000000  0.575669  0.000000
 3245.0  0.596465  0.000000  0.596465  0.000000
 3250.0  0.618020  0.000000  0.618020  0.000000
 3255.0  0.635211  0.000000  0.635211  0.000000
 3260.0  0.644253  0.000000  0.644253  0.000000
 3265.0  0.643163  0.000000  0.643163  0.000000
 3270.0  0.635823  0.000000  0.635823  0.000000
 3275.0  0.628778  0.000000  0.628778  0.000000
 3280.0  0.633336  0.000000  0.633336  0.000000
 3285.0  0.655388  0.000000  0.655388  0.000000
 3290.0  0.674402  0.000000  0.674402  0.000000
 3295.0  0.670943  0.000000  0.670943  0.000000
 3300.0  0.656395  0.000000  0.656395  0.000000
 3305.0  0.646390  0.000000  0.646390  0.000000
 3310.0  0.642751  0.000000  0.642751  0.000000
 3315.0  0.643145  0.000000  0.643145  0.000000
 3320.0  0.642437  0.000000  0.642437  0.000000
 3325.0  0.636918  0.000000  0.636918  0.000000
 3330.0  0.631398  0.000000  0.631398  0.000000
 3335.0  0.630726  0.000000  0.630726  0.000000
 3340.0  0.631395  0.000000  0.631395  0.000000
 3345.0  0.629123  0.000000  0.629123  0.000000
 3350.0  0.624869  0.000000  0.624869  0.000000
 3355.0  0.620757  0.000000  0.620757  0.000000
 3360.0  0.618318  0.000000  0.618318  0.000000
 3365.0  0.618659  0.000000  0.618659  0.000000
 3370.0  0.621769  0.000000  0.621769  0.000000
 3375.0  0.627891  0.000000  0.627891  0.000000
 3380.0  0.639402  0.000000  0.639402  0.000000
 3385.0  0.656550  0.000000  0.656550  0.000000
 3390.0  0.668944  0.000000  0.668944  0.000000
 3395.0  0.667554  0.000000  0.667554  0.000000
 3400.0  0.659433  0.000000  0.659433  0.000000
 3405.0  0.654029  0.000000  0.654029  0.000000
 3410.0  0.654264  0.000000  0.654264  0.000000
 3415.0  0.659633  0.000000  0.659633  0.000000
 3420.0  0.662420  0.000000  0.662420  0.000000
 3425.0  0.655756  0.000000  0.655756  0.000000
 3430.0  0.643353  0.000000  0.643353  0.000000
 3435.0  0.631752  0.000000  0.631752  0.000000
 3440.0  0.628200  0.000000  0.628200  0.000000
 3445.0  0.636987  0.000000  0.636987  0.000000
 3450.0  0.649877  0.000000  0.649877  0.000000
 3455.0  0.657497  0.000000  0.657497  0.000000
 3460.0  0.658461  0.000000  0.658461  0.000000
 3465.0  0.654214  0.000000  0.654214  0.000000
 3470.0  0.649530  0.000000  0.649530  0.000000
 3475.0  0.648309  0.000000  0.648309  0.000000
 3480.0  0.647631  0.000000  0.647631  0.000000
 3485.0  0.645059  0.000000  0.645059  0.000000
 3490.0  0.646908  0.000000  0.646908  0.000000
 3495.0  0.657975  0.000000  0.657975  0.000000
 3500.0  0.668235  0.000000  0.668235  0.000000
 3505.0  0.667494  0.000000  0.667494  0.000000
 3510.0  0.657154  0.012742  0.657154  0.000000
 3515.0  0.662628  0.008933  0.662628  0.000000
 3520.0  0.648958  0.007304  0.648958  0.000000
 3525.0  0.647457  0.019804  0.647457  0.000000
 3530.0  0.674729  0.011793  0.674729  0.000000
 3535.0  0.701328  0.015973  0.701328  0.000000
 3540.0  0.712507  0.019445  0.712507  0.000000
 3545.0  0.715412  0.022844  0.715412  0.000000
 3550.0  0.706718  0.024734  0.706718  0.000000
 3555.0  0.684754  0.016979  0.684754  0.000000
 3560.0  0.666578  0.018419  0.666578  0.000000
 3565.0  0.627903  0.018807  0.627903  0.000000
 3570.0  0.615112  0.021814  0.615112  0.000000
 3575.0  0.625315  0.009923  0.625315  0.000000
 3580.0  0.612332  0.019128  0.612332  0.000000
 3585.0  0.605004  0.039367  0.605004  0.000000
 3590.0  0.649755  0.006436  0.649755  0.000000
 3595.0  0.682760  0.020848  0.682760  0.000000
 3600.0  0.675986  0.008722  0.675986  0.000000
 3605.0  0.648294  0.014789  0.648294  0.000000
 3610.0  0.634107  0.021453  0.634107  0.000000
 3615.0  0.640673  0.019543  0.640673  0.000000
 3620.0  0.654816  0.015904  0.654816  0.000000
 3625.0  0.699973  0.021441  0.699973  0.000000
 3630.0  0.674826  0.007324  0.674826  0.000000
 3635.0  0.670492  0.014619  0.670492  0.000000
 3640.0  0.696933  0.012766  0.696933  0.000000
 3645.0  0.674696  0.010412  0.674696  0.000000
 3650.0  0.681912  0.016763  0.681912  0.000000
 3655.0  0.723831  0.006079  0.723831  0.000000
 3660.0  0.755456  0.029464  0.755456  0.000000
 3665.0  0.741799  0.013322  0.741799  0.000000
 3670.0  0.735230  0.008211  0.735230  0.000000
 3675.0  0.729080  0.007253  0.729080  0.000000
 3680.0  0.705934  0.010353  0.705934  0.000000
 3685.0  0.709941  0.008743  0.709941  0.000000
 3690.0  0.738533  0.003723  0.738533  0.000000
 3695.0  0.761660  0.014402  0.761660  0.000000
 3700.0  0.764783  0.027215  0.764783  0.000000
 3705.0  0.723616  0.002097  0.723616  0.000000
 3710.0  0.744907  0.012176  0.744907  0.000000
 3715.0  0.784061  0.042866  0.784061  0.000000
 3720.0  0.735217  0.008284  0.735217  0.000000
 3725.0  0.740100  0.010840  0.740100  0.000000
 3730.0  0.728101  0.008070  0.728101  0.000000
 3735.0  0.677785  0.054598  0.677785  0.000000
 3740.0  0.731365  0.021576  0.731365  0.000000
 3745.0  0.705184  0.040004  0.705184  0.000000
 3750.0  0.699447  0.054058  0.699447  0.000000
 3755.0  0.794429  0.012706  0.794429  0.000000
 3760.0  0.792166  0.045794  0.792166  0.000000
 3765.0  0.775987  0.035084  0.775987  0.000000
 3770.0  0.769249  0.034826  0.769249  0.000000
 3775.0  0.849116  0.023258  0.849116  0.000000
 3780.0  0.922484  0.017394  0.922484  0.000000
 3785.0  0.912147  0.023995  0.912147  0.000000
 3790.0  0.830071  0.042571  0.830071  0.000000
 3795.0  0.752418  0.053525  0.752418  0.000000
 3800.0  0.782707  0.047161  0.782707  0.000000
 3805.0  0.889083  0.024483  0.889083  0.000000
 3810.0  0.932997  0.027784  0.932997  0.000000
 3815.0  0.894415  0.071117  0.894415  0.000000
