#iRMS=4.267482655e-05 0
#    lk  ukf_rf6v  uks_rf6v        fh        fse
#
 2265.0  0.046721  0.000000  0.046721  0.000000
 2270.0  0.049844  0.000000  0.049844  0.000000
 2275.0  0.056082  0.000000  0.056082  0.000000
 2280.0  0.062558  0.000000  0.062558  0.000000
 2285.0  0.065625  0.000000  0.065625  0.000000
 2290.0  0.063806  0.000000  0.063806  0.000000
 2295.0  0.056690  0.000000  0.056690  0.000000
 2300.0  0.063833  0.000000  0.063833  0.000000
 2305.0  0.070566  0.000000  0.070566  0.000000
 2310.0  0.067539  0.000000  0.067539  0.000000
 2315.0  0.061160  0.000000  0.061160  0.000000
 2320.0  0.063742  0.000000  0.063742  0.000000
 2325.0  0.068536  0.000000  0.068536  0.000000
 2330.0  0.054697  0.000000  0.054697  0.000000
 2335.0  0.041770  0.000000  0.041770  0.000000
 2340.0  0.036990  0.000000  0.036990  0.000000
 2345.0  0.039962  0.000000  0.039962  0.000000
 2350.0  0.046009  0.000000  0.046009  0.000000
 2355.0  0.051153  0.000000  0.051153  0.000000
 2360.0  0.047665  0.000000  0.047665  0.000000
 2365.0  0.052902  0.000000  0.052902  0.000000
 2370.0  0.054836  0.000000  0.054836  0.000000
 2375.0  0.057533  0.000000  0.057533  0.000000
 2380.0  0.049233  0.000000  0.049233  0.000000
 2385.0  0.037287  0.000000  0.037287  0.000000
 2390.0  0.037769  0.000000  0.037769  0.000000
 2395.0  0.038161  0.000000  0.038161  0.000000
 2400.0  0.032024  0.000000  0.032024  0.000000
 2405.0  0.030326  0.000000  0.030326  0.000000
 2410.0  0.038173  0.000000  0.038173  0.000000
 2415.0  0.054793  0.000000  0.054793  0.000000
 2420.0  0.073462  0.000000  0.073462  0.000000
 2425.0  0.080548  0.000000  0.080548  0.000000
 2430.0  0.073233  0.000000  0.073233  0.000000
 2435.0  0.071906  0.000000  0.071906  0.000000
 2440.0  0.074007  0.000000  0.074007  0.000000
 2445.0  0.065647  0.000000  0.065647  0.000000
 2450.0  0.059439  0.000000  0.059439  0.000000
 2455.0  0.060030  0.000000  0.060030  0.000000
 2460.0  0.058181  0.000000  0.058181  0.000000
 2465.0  0.052838  0.000000  0.052838  0.000000
 2470.0  0.055746  0.000000  0.055746  0.000000
 2475.0  0.054166  0.000000  0.054166  0.000000
 2480.0  0.051212  0.000000  0.051212  0.000000
 2485.0  0.052068  0.000000  0.052068  0.000000
 2490.0  0.053588  0.000000  0.053588  0.000000
 2495.0  0.068002  0.000000  0.068002  0.000000
 2500.0  0.072359  0.000000  0.072359  0.000000
 2505.0  0.067438  0.000000  0.067438  0.000000
 2510.0  0.057801  0.000000  0.057801  0.000000
 2515.0  0.046259  0.000000  0.046259  0.000000
 2520.0  0.042663  0.000000  0.042663  0.000000
 2525.0  0.043281  0.000000  0.043281  0.000000
 2530.0  0.053670  0.000000  0.053670  0.000000
 2535.0  0.057171  0.000000  0.057171  0.000000
 2540.0  0.054761  0.000000  0.054761  0.000000
 2545.0  0.061182  0.000000  0.061182  0.000000
 2550.0  0.072506  0.000000  0.072506  0.000000
 2555.0  0.077334  0.000000  0.077334  0.000000
 2560.0  0.085547  0.000000  0.085547  0.000000
 2565.0  0.108902  0.000000  0.108902  0.000000
 2570.0  0.113589  0.000000  0.113589  0.000000
 2575.0  0.095442  0.000000  0.095442  0.000000
 2580.0  0.096804  0.000000  0.096804  0.000000
 2585.0  0.105142  0.000000  0.105142  0.000000
 2590.0  0.103484  0.000000  0.103484  0.000000
 2595.0  0.086246  0.000000  0.086246  0.000000
 2600.0  0.074590  0.000000  0.074590  0.000000
 2605.0  0.075660  0.000000  0.075660  0.000000
 2610.0  0.075932  0.000000  0.075932  0.000000
 2615.0  0.087947  0.000000  0.087947  0.000000
 2620.0  0.088551  0.000000  0.088551  0.000000
 2625.0  0.088395  0.000000  0.088395  0.000000
 2630.0  0.118978  0.000000  0.118978  0.000000
 2635.0  0.169675  0.000000  0.169675  0.000000
 2640.0  0.203102  0.000000  0.203102  0.000000
 2645.0  0.198938  0.000000  0.198938  0.000000
 2650.0  0.201401  0.000000  0.201401  0.000000
 2655.0  0.215336  0.000000  0.215336  0.000000
 2660.0  0.195814  0.000000  0.195814  0.000000
 2665.0  0.193099  0.000000  0.193099  0.000000
 2670.0  0.198108  0.000000  0.198108  0.000000
 2675.0  0.198876  0.000000  0.198876  0.000000
 2680.0  0.193597  0.000000  0.193597  0.000000
 2685.0  0.191595  0.000000  0.191595  0.000000
 2690.0  0.187079  0.000000  0.187079  0.000000
 2695.0  0.195851  0.000000  0.195851  0.000000
 2700.0  0.215186  0.000000  0.215186  0.000000
 2705.0  0.210582  0.000000  0.210582  0.000000
 2710.0  0.190872  0.000000  0.190872  0.000000
 2715.0  0.171855  0.000000  0.171855  0.000000
 2720.0  0.164583  0.000000  0.164583  0.000000
 2725.0  0.177746  0.000000  0.177746  0.000000
 2730.0  0.182985  0.000000  0.182985  0.000000
 2735.0  0.150350  0.000000  0.150350  0.000000
 2740.0  0.113138  0.000000  0.113138  0.000000
 2745.0  0.113127  0.000000  0.113127  0.000000
 2750.0  0.126528  0.000000  0.126528  0.000000
 2755.0  0.150211  0.000000  0.150211  0.000000
 2760.0  0.173404  0.000000  0.173404  0.000000
 2765.0  0.186507  0.000000  0.186507  0.000000
 2770.0  0.185088  0.000000  0.185088  0.000000
 2775.0  0.169270  0.000000  0.169270  0.000000
 2780.0  0.144415  0.000000  0.144415  0.000000
 2785.0  0.112572  0.000000  0.112572  0.000000
 2790.0  0.081471  0.000000  0.081471  0.000000
 2795.0  0.064216  0.000000  0.064216  0.000000
 2800.0  0.068309  0.000000  0.068309  0.000000
 2805.0  0.094559  0.000000  0.094559  0.000000
 2810.0  0.141763  0.000000  0.141763  0.000000
 2815.0  0.207705  0.000000  0.207705  0.000000
 2820.0  0.233992  0.000000  0.233992  0.000000
 2825.0  0.241362  0.000000  0.241362  0.000000
 2830.0  0.253482  0.000000  0.253482  0.000000
 2835.0  0.252607  0.000000  0.252607  0.000000
 2840.0  0.226975  0.000000  0.226975  0.000000
 2845.0  0.184778  0.000000  0.184778  0.000000
 2850.0  0.154452  0.000000  0.154452  0.000000
 2855.0  0.201063  0.000000  0.201063  0.000000
 2860.0  0.267310  0.000000  0.267310  0.000000
 2865.0  0.282227  0.000000  0.282227  0.000000
 2870.0  0.275517  0.000000  0.275517  0.000000
 2875.0  0.254723  0.000000  0.254723  0.000000
 2880.0  0.257774  0.000000  0.257774  0.000000
 2885.0  0.291041  0.000000  0.291041  0.000000
 2890.0  0.334444  0.000000  0.334444  0.000000
 2895.0  0.388703  0.000000  0.388703  0.000000
 2900.0  0.424669  0.000000  0.424669  0.000000
 2905.0  0.424073  0.000000  0.424073  0.000000
 2910.0  0.426398  0.000000  0.426398  0.000000
 2915.0  0.418218  0.000000  0.418218  0.000000
 2920.0  0.377330  0.000000  0.377330  0.000000
 2925.0  0.354312  0.000000  0.354312  0.000000
 2930.0  0.373991  0.000000  0.373991  0.000000
 2935.0  0.383679  0.000000  0.383679  0.000000
 2940.0  0.382696  0.000000  0.382696  0.000000
 2945.0  0.381364  0.000000  0.381364  0.000000
 2950.0  0.390959  0.000000  0.390959  0.000000
 2955.0  0.416000  0.000000  0.416000  0.000000
 2960.0  0.406363  0.000000  0.406363  0.000000
 2965.0  0.378680  0.000000  0.378680  0.000000
 2970.0  0.382577  0.000000  0.382577  0.000000
 2975.0  0.405115  0.000000  0.405115  0.000000
 2980.0  0.350858  0.000000  0.350858  0.000000
 2985.0  0.339080  0.000000  0.339080  0.000000
 2990.0  0.374040  0.000000  0.374040  0.000000
 2995.0  0.348391  0.000000  0.348391  0.000000
 3000.0  0.320704  0.000000  0.320704  0.000000
 3005.0  0.338474  0.000000  0.338474  0.000000
 3010.0  0.362653  0.000000  0.362653  0.000000
 3015.0  0.351320  0.000000  0.351320  0.000000
 3020.0  0.368990  0.000000  0.368990  0.000000
 3025.0  0.410833  0.000000  0.410833  0.000000
 3030.0  0.418436  0.000000  0.418436  0.000000
 3035.0  0.403738  0.000000  0.403738  0.000000
 3040.0  0.400521  0.000000  0.400521  0.000000
 3045.0  0.422772  0.000000  0.422772  0.000000
 3050.0  0.427858  0.000000  0.427858  0.000000
 3055.0  0.390675  0.000000  0.390675  0.000000
 3060.0  0.373078  0.000000  0.373078  0.000000
 3065.0  0.389638  0.000000  0.389638  0.000000
 3070.0  0.412671  0.000000  0.412671  0.000000
 3075.0  0.414131  0.000000  0.414131  0.000000
 3080.0  0.430875  0.000000  0.430875  0.000000
 3085.0  0.418031  0.000000  0.418031  0.000000
 3090.0  0.379276  0.000000  0.379276  0.000000
 3095.0  0.362530  0.000000  0.362530  0.000000
 3100.0  0.397051  0.000000  0.397051  0.000000
 3105.0  0.453191  0.000000  0.453191  0.000000
 3110.0  0.480605  0.000000  0.480605  0.000000
 3115.0  0.445338  0.000000  0.445338  0.000000
 3120.0  0.437473  0.000000  0.437473  0.000000
 3125.0  0.451929  0.000000  0.451929  0.000000
 3130.0  0.461578  0.000000  0.461578  0.000000
 3135.0  0.482881  0.000000  0.482881  0.000000
 3140.0  0.466413  0.000000  0.466413  0.000000
 3145.0  0.454633  0.000000  0.454633  0.000000
 3150.0  0.473821  0.000000  0.473821  0.000000
 3155.0  0.426804  0.000000  0.426804  0.000000
 3160.0  0.416074  0.015536  0.416074  0.000000
 3165.0  0.483546  0.043896  0.483546  0.000000
 3170.0  0.531650  0.037404  0.531650  0.000000
 3175.0  0.514148  0.016972  0.514148  0.000000
 3180.0  0.472716  0.000956  0.472716  0.000000
 3185.0  0.471802  0.015166  0.471802  0.000000
 3190.0  0.484281  0.015532  0.484281  0.000000
 3195.0  0.493425  0.010039  0.493425  0.000000
 3200.0  0.501311  0.000000  0.501311  0.000000
 3205.0  0.524477  0.000000  0.524477  0.000000
 3210.0  0.543770  0.000000  0.543770  0.000000
 3215.0  0.547500  0.000000  0.547500  0.000000
 3220.0  0.533411  0.000000  0.533411  0.000000
 3225.0  0.506195  0.000000  0.506195  0.000000
 3230.0  0.488930  0.000000  0.488930  0.000000
 3235.0  0.500833  0.000000  0.500833  0.000000
 3240.0  0.527322  0.000000  0.527322  0.000000
 3245.0  0.549229  0.000000  0.549229  0.000000
 3250.0  0.562867  0.000000  0.562867  0.000000
 3255.0  0.570027  0.000000  0.570027  0.000000
 3260.0  0.578929  0.000000  0.578929  0.000000
 3265.0  0.593062  0.000000  0.593062  0.000000
 3270.0  0.590578  0.000000  0.590578  0.000000
 3275.0  0.556327  0.000000  0.556327  0.000000
 3280.0  0.527309  0.000000  0.527309  0.000000
 3285.0  0.539666  0.000000  0.539666  0.000000
 3290.0  0.573958  0.000000  0.573958  0.000000
 3295.0  0.601988  0.000000  0.601988  0.000000
 3300.0  0.616132  0.000000  0.616132  0.000000
 3305.0  0.615330  0.000000  0.615330  0.000000
 3310.0  0.604207  0.000000  0.604207  0.000000
 3315.0  0.589025  0.000000  0.589025  0.000000
 3320.0  0.576887  0.000000  0.576887  0.000000
 3325.0  0.573633  0.000000  0.573633  0.000000
 3330.0  0.579197  0.000000  0.579197  0.000000
 3335.0  0.591158  0.000000  0.591158  0.000000
 3340.0  0.603587  0.000000  0.603587  0.000000
 3345.0  0.609799  0.000000  0.609799  0.000000
 3350.0  0.603600  0.000000  0.603600  0.000000
 3355.0  0.582594  0.000000  0.582594  0.000000
 3360.0  0.559108  0.000000  0.559108  0.000000
 3365.0  0.545980  0.000000  0.545980  0.000000
 3370.0  0.543393  0.000000  0.543393  0.000000
 3375.0  0.548742  0.000000  0.548742  0.000000
 3380.0  0.560938  0.000000  0.560938  0.000000
 3385.0  0.577849  0.000000  0.577849  0.000000
 3390.0  0.591657  0.000000  0.591657  0.000000
 3395.0  0.595521  0.000000  0.595521  0.000000
 3400.0  0.592204  0.000000  0.592204  0.000000
 3405.0  0.587195  0.000000  0.587195  0.000000
 3410.0  0.587304  0.000000  0.587304  0.000000
 3415.0  0.596462  0.000000  0.596462  0.000000
 3420.0  0.605768  0.000000  0.605768  0.000000
 3425.0  0.606284  0.000000  0.606284  0.000000
 3430.0  0.601764  0.000000  0.601764  0.000000
 3435.0  0.596963  0.000000  0.596963  0.000000
 3440.0  0.587962  0.000000  0.587962  0.000000
 3445.0  0.572861  0.000000  0.572861  0.000000
 3450.0  0.566528  0.000000  0.566528  0.000000
 3455.0  0.579681  0.000000  0.579681  0.000000
 3460.0  0.589667  0.000000  0.589667  0.000000
 3465.0  0.576235  0.000000  0.576235  0.000000
 3470.0  0.562090  0.000000  0.562090  0.000000
 3475.0  0.569933  0.000000  0.569933  0.000000
 3480.0  0.579481  0.000000  0.579481  0.000000
 3485.0  0.569874  0.000000  0.569874  0.000000
 3490.0  0.560934  0.000000  0.560934  0.000000
 3495.0  0.574649  0.000000  0.574649  0.000000
 3500.0  0.600987  0.000000  0.600987  0.000000
 3505.0  0.622782  0.000000  0.622782  0.000000
 3510.0  0.669189  0.080569  0.669189  0.000000
 3515.0  0.666271  0.095785  0.666271  0.000000
 3520.0  0.640883  0.079048  0.640883  0.000000
 3525.0  0.620146  0.052710  0.620146  0.000000
 3530.0  0.654382  0.074359  0.654382  0.000000
 3535.0  0.698850  0.100555  0.698850  0.000000
 3540.0  0.720644  0.100050  0.720644  0.000000
 3545.0  0.729467  0.092404  0.729467  0.000000
 3550.0  0.724398  0.081267  0.724398  0.000000
 3555.0  0.714704  0.080155  0.714704  0.000000
 3560.0  0.703430  0.091034  0.703430  0.000000
 3565.0  0.663003  0.080337  0.663003  0.000000
 3570.0  0.610031  0.046852  0.610031  0.000000
 3575.0  0.579661  0.027453  0.579661  0.000000
 3580.0  0.545629  0.013421  0.545629  0.000000
 3585.0  0.537287  0.014613  0.537287  0.000000
 3590.0  0.599014  0.035617  0.599014  0.000000
 3595.0  0.663359  0.058022  0.663359  0.000000
 3600.0  0.681307  0.060189  0.681307  0.000000
 3605.0  0.647575  0.041008  0.647575  0.000000
 3610.0  0.622326  0.039228  0.622326  0.000000
 3615.0  0.637577  0.059527  0.637577  0.000000
 3620.0  0.640562  0.037907  0.640562  0.000000
 3625.0  0.689345  0.047409  0.689345  0.000000
 3630.0  0.706417  0.067241  0.706417  0.000000
 3635.0  0.673827  0.032776  0.673827  0.000000
 3640.0  0.707170  0.051275  0.707170  0.000000
 3645.0  0.701308  0.045701  0.701308  0.000000
 3650.0  0.723450  0.042808  0.723450  0.000000
 3655.0  0.804999  0.075771  0.804999  0.000000
 3660.0  0.830646  0.078754  0.830646  0.000000
 3665.0  0.812657  0.070216  0.812657  0.000000
 3670.0  0.790335  0.055050  0.790335  0.000000
 3675.0  0.785271  0.062490  0.785271  0.000000
 3680.0  0.769715  0.065892  0.769715  0.000000
 3685.0  0.759663  0.054501  0.759663  0.000000
 3690.0  0.782825  0.047956  0.782825  0.000000
 3695.0  0.819389  0.055408  0.819389  0.000000
 3700.0  0.831840  0.081565  0.831840  0.000000
 3705.0  0.775179  0.058581  0.775179  0.000000
 3710.0  0.767571  0.032865  0.767571  0.000000
 3715.0  0.817630  0.062923  0.817630  0.000000
 3720.0  0.755101  0.024773  0.755101  0.000000
 3725.0  0.753760  0.040659  0.753760  0.000000
 3730.0  0.746168  0.065241  0.746168  0.000000
 3735.0  0.671325  0.016218  0.671325  0.000000
 3740.0  0.699067  0.027843  0.699067  0.000000
 3745.0  0.686422  0.023768  0.686422  0.000000
 3750.0  0.674466  0.006007  0.674466  0.000000
 3755.0  0.767732  0.035175  0.767732  0.000000
 3760.0  0.768196  0.022079  0.768196  0.000000
 3765.0  0.756020  0.020444  0.756020  0.000000
 3770.0  0.768705  0.016071  0.768705  0.000000
 3775.0  0.860372  0.039641  0.860372  0.000000
 3780.0  0.958693  0.080656  0.958693  0.000000
 3785.0  0.937691  0.083362  0.937691  0.000000
 3790.0  0.835415  0.062357  0.835415  0.000000
 3795.0  0.762604  0.045398  0.762604  0.000000
 3800.0  0.804463  0.052546  0.804463  0.000000
 3805.0  0.914471  0.085609  0.914471  0.000000
 3810.0  0.935061  0.095070  0.935061  0.000000
 3815.0  0.852637  0.072363  0.852637  0.000000
